	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1033	We Are Marshall	2006	PG	7	131	Drama; Sport	McG	Matthew McConaughey; Matthew Fox; Anthony Mackie; David Strathairn	In November 1970 virtually the entire football team and coaches of Marshall University (Huntington WV) die in a plane crash That spring led by Nate Ruffin a player who was ill and missed the fatal flight students rally to convince the board of governors to play the 1971 season The college president Don Dedman must find a coach who then must find players They petition the NCAA to allow freshmen to play and coach Jack Lengyel motivates and leads young players at the same time that he reexamines the Lombardi creed that winning is the only thing The father and the fiancée of a player who died find strength to move on Can Marshall win even one game in 1971?	English	USA	1 nomination	7.1	49.0	53	43532294.0	Warner Bros. Pictures	22-Dec-06	2006	12	428248.0	61.0	471.0	11.0	65000000	43545364	Warner Bros.	negative	subjective	0.858494043	1.0	66937023	2697999	9159624	9575722	18200190	12706625	18199373	12943408
1034	Focus	2015	R	17	105	Comedy; Crime; Drama	Glenn Ficarra; John Requa	Will Smith; Margot Robbie; Adrian Martinez; Gerald McRaney	Nicky Spurgeon is an extremely accomplished con man who takes an amateur con artist Jess under his wing Nicky and Jess become romantically involved and with Nickys profession of being a liar and a cheater for a living he realizes that deception and love are things that dont go together They split only to see each other three years later And things get messy	English; Spanish	USA; Argentina	3 nominations	6.6	56.0	56	50265541.0	Warner Bros. Pictures	27-Feb-15	2015	2	2698420.0	451.0	3996.0	360.0	65000000	645418	Paramount Classics	positive	subjective	0.787698567	1.0	25225576	-23833332	15035100	5094244	19579252	8133748	18199373	-2903378
1035	The Twilight Saga: Eclipse	2010	PG-13	13	124	Adventure; Drama; Fantasy	David Slade	Xavier Samuel; Kristen Stewart; Robert Pattinson; Billy Burke	Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge In the midst of it all she is forced to choose between her love for Edward and her friendship with Jacob -- knowing that her decision has the potential to ignite the struggle between vampire and werewolf With her graduation quickly approaching Bella is confronted with the most important decision of her life	English	USA	23 wins & 34 nominations	4.9	49.0	58	300523113.0	Summit Entertainment	30-Jun-10	2010	6	4208453.0	1985.0	8353.0	295.0	68000000	300531751	Summit Entertainment	negative	subjective	0.562840641	1.0	84776046	9568996	9159624	9575722	14715488	9899276	11176802	15758336
1036	Ted 2	2015	R	17	115	Comedy	Seth MacFarlane	Mark Wahlberg; Seth MacFarlane; Amanda Seyfried; Jessica Barth	Months after Johns divorce Ted and Tami-Lynns marriage seems on the same road To patch things up Ted and Tami-Lynn plan to have a child with Johns help but their failed efforts backfire disastrously Namely Ted is declared property by the government and he loses all his civil rights Now Ted must fight a seemingly hopeless legal battle with an inexperienced young lawyer to regain his rightful legal status Unfortunately between Teds drunken idiocies and sinister forces interested in this situation to exploit him Teds quest has all the odds against him	English	USA	3 wins & 4 nominations	6.3	46.0	48	63883740.0	Universal Pictures	26-Jun-15	2015	6	30505009.0	7560.0	135287.0	7364.0	68000000	81476385	Universal	neutral	subjective	0.699061155	1.0	49460384	3139300	9159624	9575722	11237616	8133748	20852222	24540500
1037	Downsizing	2017	R	17	135	Comedy; Drama; Sci-Fi	Alexander Payne	Matt Damon; Christoph Waltz; Hong Chau; Kristen Wiig	Downsizing follows a kindly occupational therapist who undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time	English; Spanish; Vietnamese; Icelandic; Norwegian	USA	Nominated for 1 Golden Globe Another 1 win & 12 nominations	5.7	51.0	63	22932429.0	Paramount Pictures	22-Dec-17	2017	12	303420.0	46.0	347.0	33.0	68000000	24449754	Paramount	neutral	subjective	0.614174128	1.0	55593651	34119536	22271569	9575722	24260195	8133748	22280237	20132369
1038	Dinner for Schmucks	2010	PG-13	13	114	Comedy	Jay Roach	Steve Carell; Paul Rudd; Zach Galifianakis; Jemaine Clement	Tim (Rudd) is a rising executive who succeeds in finding the perfect guest IRS employee Barry (Carell) for his bosss monthly event a so-called dinner for idiots which offers certain advantages to the exec who shows up with the biggest buffoon	English	USA	1 nomination	5.9	42.0	56	72980108.0	Paramount Studios	30-Jul-10	2010	7	2722461.0	1057.0	4014.0	265.0	69000000	73026337	Paramount (DreamWorks)	neutral	objective	0.491182089	1.0	100990780	0	9159624	9575722	11237616	9899276	-7228379	21139428
1039	Baywatch	2017	R	17	116	Action; Comedy; Crime	Seth Gordon	Dwayne Johnson; Zac Efron; Priyanka Chopra; Alexandra Daddario	In sun-kissed Emerald Bay the vigorous Lieutenant Mitch Buchannon and Baywatch his elite team of hand-picked and perfectly tanned lifeguards protect the bay keeping both sunbathers and beach lovers safe However this summer two new eager trainees will join the demanding life-saving program as well as an insubordinate former Olympic swimmer who are all called to prove their worth on the lifeguard towers just on time when a new synthetic street drug begins to infest the Emerald Bay: the flakka Without a doubt this calls for some serious undercover teamwork action as the badgeless heroes in spandex comb the beach for shady newcomers and nefarious entrepreneurs with hidden agendas of their own Can Mitchs band save the bay?	English; Spanish	UK; China; USA	2 wins & 10 nominations	5.6	18.0	37	58009442.0	Paramount Pictures	25-May-17	2017	5	12809367.0	3875.0	41219.0	6509.0	69000000	58060186	Paramount	positive	objective	0.684213281	1.0	57515110	39869914	15035100	19287090	18782711	8133748	22280237	20132369
1040	Munich	2005	R	17	164	Drama; History; Thriller	Steven Spielberg	Eric Bana; Daniel Craig; Ciarán Hinds; Mathieu Kassovitz	After Black Septembers assassination of Israeli athletes at the Munich Olympics in 1972 Prime Minister Golda Meir okays a black-box operation to hunt down and kill all involved A team of five gathers in Switzerland led by Avner a low-level Mossad techie whose father was a war hero and whose wife is pregnant Its an expendable team but relying on paid informants they track and kill several in Europe and Lebanon They must constantly look over their shoulders for the CIA KGB PLO and their own sources As the body count mounts -- with retribution following retribution -- so do questions doubts and sleepless nights Loyalties blur What does it mean to be a Jew?	English; German; French; Hebrew; Arabic; Italian; Greek; Russian; Dutch	France; Canada; USA	Nominated for 5 Oscars Another 13 wins & 65 nominations	7.6	77.0	74	47379090.0	Universal Pictures	23-Dec-05	2005	12	172106.0	42.0	225.0	25.0	70000000	47403685	Universal	neutral	subjective	0.528435707	1.0	-16907444	31146256	93216655	23099941	18113881	8133748	20852222	24540500
1041	Lady in the Water	2006	PG-13	13	110	Drama; Fantasy; Mystery	M. Night Shyamalan	Paul Giamatti; Bryce Dallas Howard; Jeffrey Wright; Bob Balaban	Cleveland Heep a stuttering apartment superintendent encounters a girl named Story swimming in the complexs pool He soon learns that she comes from the Blue World and has a message for mankind Will he be able to help her complete her mission?	English	USA	10 wins & 10 nominations	5.6	25.0	36	42219433.0	Warner Bros. Pictures	21-Jul-06	2006	7	353791.0	295.0	328.0	65.0	70000000	42285169	Warner Bros.	neutral	subjective	0.638977587	1.0	136566321	72899119	9159624	9575722	18631145	9899276	18199373	12943408
1042	Babylon A.D.	2008	PG-13	13	90	Action; Adventure; Sci-Fi	Mathieu Kassovitz	Vin Diesel; Michelle Yeoh; Mélanie Thierry; Gérard Depardieu	In a near future the mercenary Toorop is hired by the powerful criminal Gorsky to take a woman named Aurora from a Noelite Convent in Central Asia to New York In return he will receive a large amount of money and a clear passport Toorop joins Aurora and her guardian Sister Rebeka as they cross the dangerous Russian landscape chased by mercenaries that also want Aurora On their journey Toorop discovers that Aurora has special abilities and once in New York they see on the news that the Noelite Convent has just been bombed When Aurora discloses that she is a virgin and pregnant with twins Toorop realizes that there is something sinister behind his mission and that he and Sister Rebeka are not part of Gorskys plans	English; Russian	France	1 nomination	5.6	6.0	26	22489779.0	20th Century Fox	29-Aug-08	2008	8	3541950.0	1203.0	2803.0	234.0	70000000	22532572	Fox	neutral	subjective	0.478019357	1.0	11774404	0	15344220	4817545	21403795	9899276	12579404	13031627
1043	Body of Lies	2008	R	17	128	Action; Drama; Romance	Ridley Scott	Leonardo DiCaprio; Russell Crowe; Mark Strong; Golshifteh Farahani	Roger Ferris is a CIA operative in the Middle East Ed Hoffman is his control at Langley Cynicism is everywhere In Amman Roger works with Hani Salaam Jordans head of security whose only dictum is Dont lie to me The Americans are in pursuit of a cleric who leads a group placing bombs all over Europe When Hani rebukes Eds demand that Jordan allow the Americans to use one of Jordans double agents Roger and Ed hatch a plan to bring the cleric to them The plan is complicated by its being a secret from Hani and by Rogers attraction to a local nurse Satellites and cell phones bodies and lies: modern warfare	English; Arabic	USA; UK	2 nominations	7.1	54.0	57	39380442.0	Warner Bros. Pictures	10-Oct-08	2008	10	63035.0	16.0	38.0	4.0	70000000	39394666	Warner Bros.	neutral	subjective	0.711607814	1.0	-14204828	-24884293	22103753	12012154	21811582	8133748	18199373	12943408
1044	Yes Man	2008	PG-13	13	104	Comedy; Romance	Peyton Reed	Jim Carrey; Zooey Deschanel; Bradley Cooper; John Michael Higgins	Carl Allen is at a standstill No future Until the day he enrolls into a personal development program based on a very simple idea: say yes to everything! Carl discovers with amazement the magical power of Yes and sees his professional and romantic life turned upside down overnight: an unexpected promotion and a new girlfriend But hell soon discover that better can be goods enemy and that all opportunities shouldnt be taken	English; Korean; Estonian	USA; UK	3 wins & 8 nominations	6.8	46.0	46	97600000.0	Warner Bros. Pictures/Village Roadshow	19-Dec-08	2008	12	397044.0	72.0	421.0	16.0	70000000	97690976	Warner Bros.	negative	subjective	0.451697111	1.0	82943741	0	54917383	12012154	22007079	9899276	63472980	12943408
1045	Couples Retreat	2009	PG-13	13	113	Comedy	Peter Billingsley	Vince Vaughn; Jason Bateman; Faizon Love; Jon Favreau	Dave and Ronnie Jason and Cynthia and Joey and Lucy are close The group used to include Shane and Jennifer but they divorced and shes gone Jason and Cynthia announce that their marriage is in trouble and they beg their friends (and Shanes young girlfriend) to join them on a couples retreat at the package rate on a tropical island The others reluctantly agree planning to play while Jason and Cynthia work on their marriage with an island psychologist To everyones surprise the package is inflexible: each couple must participate in the couples exercises Soon fault lines appear in all four relationships Whats in store for each couple?	English; Ukrainian	USA	1 win & 4 nominations	5.5	11.0	23	109176215.0	Universal Pictures	9-Oct-09	2009	10	1621978.0	48.0	3948.0	132.0	70000000	109204945	Universal	neutral	subjective	0.722937286	1.0	74475451	0	16312415	9575722	11237616	9899276	20852222	24540500
1046	Inglourious Basterds	2009	R	17	153	Adventure; Drama; War	Quentin Tarantino; Eli Roth	Brad Pitt; Mélanie Laurent; Christoph Waltz; Eli Roth	In German-occupied France young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa Narrowly escaping with her life she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs With the promise of every major Nazi officer in attendance the event catches the attention of the Basterds a group of Jewish-American guerrilla soldiers led by the ruthless Lt Aldo Raine As the relentless executioners advance and the conspiring young girls plans are set in motion their paths will cross for a fateful evening that will shake the very annals of history	English; French; German; Italian	USA; Germany	Won 1 Oscar Another 129 wins & 165 nominations	8.3	88.0	69	120523073.0	The Weinstein Company	21-Aug-09	2009	8	322051.0	102.0	767.0	36.0	70000000	120540719	Weinstein Company	neutral	subjective	0.447049707	1.0	4428600	48355520	22673963	17808743	12485872	8133748	4896905	4433571
