X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
32,The Devil Inside,2012,R,17,83,Horror,William Brent Bell,Fernanda Andrade; Simon Quarterman; Evan Helmuth; Ionut Grama,An American girl Isabella sets out to make a documentary to understand what happened to her mother who murdered three clergy people She was not convicted due to insanity and was sent to a mental hospital in Italy Isabella meets with some priests in Italy who explain that her mothers condition may not be medical but could be an extra-human possession,English; Italian,USA; Italy; Mexico; Romania,2 wins & 3 nominations,4.2,6,18,53245055,Paramount Pictures,6-Jan-12,2012,1,55819,14,72,5,1000000,53261944,Paramount,negative,subjective,0.669495106,1,209047776,27674212,13769248,22014055,18267440,8133748,22280237,20132369,17.790732637871702,7298.078103172094,4.276666119016055,1.6094379124341003,5,14.4
33,Camp X-Ray,2014,R,17,117,Drama; War,Peter Sattler,Nawal Bengholam; Payman Maadi; Lane Garrison; Joseph Julian Soria,A young soldier escapes her suffocating small town by joining the military only to find that she isnt going for a tour of duty in Iraq as she hoped Instead shes sent to Guantanamo Met with hatred and abuse from the men in her charge she forges an odd friendship with a young man who has been imprisoned at Gitmo for eight years,English,USA,6 nominations,6.9,75,54,9837,IFC Films,17-Oct-14,2014,10,7194600,5691,24375,3488,1000000,13302,IFC,neutral,subjective,0.76587534,1,18410870,-986698,9159624,9575722,3308115,8133748,-1947483,-4593538,9.495669678844367,115.33429672044652,10.101313295866047,8.15708378502887,3488,6.988245412844036
34,Unfriended,2014,R,17,83,Drama; Horror; Mystery,Levan Gabriadze,Heather Sossaman; Matthew Bohrer; Courtney Halverson; Shelley Hennig,While video chatting one night six high school friends receive a Skype message from a classmate who killed herself exactly one year ago At first they think its a prank but when the girl starts revealing the friends darkest secrets they realize they are dealing with something out of this world something that wants them dead,English,USA,3 wins & 6 nominations,5.6,63,59,31354666,Universal Pictures,17-Apr-15,2015,4,316051,130,674,37,1000000,32482090,Universal,neutral,subjective,0.613465726,1,125928360,31482090,9159624,9575722,37280184,8133748,20852222,24540500,17.296199418478192,5699.306098114051,6.513230110912307,3.6109179126442243,37,18.216216216216218
35,An Inconvenient Sequel: Truth to Power,2017,PG,7,98,Documentary,Bonni Cohen; Jon Shenk,Al Gore; George W. Bush; John Kerry; Marco Krapels,A sequel to The Inconvenient Truth the follow-up documentary addresses the progress made to tackle the problem of climate change and Al Gores global efforts to persuade governmental leaders to invest in renewable energy culminating in the landmark signing of 2016s Paris Climate Agreement,English; French; Russian; German; Mandarin,USA,Nominated for 1 BAFTA Film Award Another 3 wins & 11 nominations,6.1,80,68,3456144,Paramount Pictures,28-Jul-17,2017,7,2776216,4087,15777,2084,1000000,3496795,Paramount,negative,subjective,0.892273545,0.999977777,14626576,4993590,22174316,9575722,6371952,12706625,22280237,20132369,15.067357392651473,1869.9719249229386,9.666308462257454,7.642044402873258,2084,7.570537428023033
36,"Food, Inc.",2008,PG,7,94,Documentary,Robert Kenner,Eric Schlosser; Richard Lobb; Vince Edwards; Carole Morison,The current method of raw food production is largely a response to the growth of the fast food industry since the 1950s The production of food overall has more drastically changed since that time than the several thousand years prior Controlled primarily by a handful of multinational corporations the global food production business - with an emphasis on the business - has as its unwritten goals production of large quantities of food at low direct inputs (most often subsidized) resulting in enormous profits which in turn results in greater control of the global supply of food sources within these few companies Health and safety (of the food itself of the animals produced themselves of the workers on the assembly lines and of the consumers actually eating the food) are often overlooked by the companies and are often overlooked by government in an effort to provide cheap food regardless of these negative consequences Many of the changes are based on advancements in science and technology but often have negative side effectsThe products made have been shown in several studies to enlarge male sexual organs and increase male breast size The answer that the companies have come up with is to throw more science at the problems to bandage the issues but not the root causes The global food supply may be in crisis with lack of biodiversity but can be changed on the demand side of the equation,English,USA,Nominated for 1 Oscar Another 7 wins & 19 nominations,7.8,95,80,4238694,Magnolia Pictures,12-Jun-09,2009,6,145715,96,309,22,1000000,4417674,Magnolia,positive,subjective,0.405440986,1,13670696,3417674,9159624,9575722,6371952,12706625,-3184813,-4333005,15.301123871194838,2101.8263486786914,5.733341276897746,3.091042453358316,22,14.045454545454545
37,Frozen River,2008,R,17,97,Crime; Drama,Courtney Hunt,Melissa Leo; Misty Upham; Charlie McDermott; Michael O'Keefe,Takes place in the days before Christmas near a little-known border crossing on the Mohawk reservation between New York State and Quebec Here the lure of fast money from smuggling presents a daily challenge to single moms who would otherwise be earning minimum wage Two women - one white one Mohawk both single mothers faced with desperate circumstances - are drawn into the world of border smuggling across the frozen water of the St Lawrence River Ray and Lila - and a New York State Trooper as opponent in an evolving cat-and-mouse game,English; French; Chinese; Urdu,USA,Nominated for 2 Oscars Another 32 wins & 37 nominations,7.2,88,82,2061019,Sony Pictures Classics,1-Aug-08,2008,8,58543,2,37,18,1000000,2511476,Sony Classics,neutral,objective,0.90198195,1,10078373,1511476,13527475,9575722,8341636,8133748,-1688477,-1096370,14.73638118608437,1584.7637047837763,3.6109179126442243,2.8903717578961645,18,2.0555555555555554
38,I Origins,2014,R,17,106,Drama; Romance; Sci-Fi,Mike Cahill,Michael Pitt; Steven Yeun; Astrid Bergès-Frisbey; Brit Marling,I Origins begins when graduate student Ian Gray is researching the evolution of human eyes with Karen and Kenny in order to prove that eyes have evolved instead of appeared as creationists claim His fascination with eyes takes him into areas that have profound personal and cultural consequences,English; Hindi,USA,2 wins & 3 nominations,7.4,52,57,NA,Fox Searchlight Pictures,18-Jul-14,2014,7,3010425,1301,7678,645,1000000,336472,Fox Searchlight,neutral,subjective,0.631168067,1,-2477981,241333,8270300,9575722,23792042,8133748,8804638,9722257,12.726270215095157,580.0620656447032,8.946114375560743,6.4692503167957724,645,11.903875968992248
39,Martha Marcy May Marlene,2011,R,17,102,Drama; Mystery; Thriller,Sean Durkin,Elizabeth Olsen; Christopher Abbott; Brady Corbet; Hugh Dancy,Martha has run away from an abusive hippie-like cult where she was living as Marcy May for two years She turns to her sister and brother-in-law who take her in and want to help her The problem is Martha is having a hard time separating dreams from reality and when haunting memories of her past keep resurfacing she may need more help than anyone is able to give her,English,USA,22 wins & 70 nominations,6.9,90,75,2981038,Fox Searchlight Pictures,21-Oct-11,2011,10,1229303,346,2136,89,1000000,2990625,Fox Searchlight,negative,subjective,0.487515092,1,79302,1990625,9159624,9575722,29883942,8133748,8804638,9722257,14.910992953623456,1729.3423605521261,7.666690200080086,4.48863636973214,89,24
40,Obvious Child,2014,R,17,84,Comedy; Drama; Romance,Gillian Robespierre,Jenny Slate; Paul Briganti; Gaby Hoffmann; Stephen Singer,For aspiring comedian Donna Stern everyday life as a female twenty-something provides ample material for her relatable brand of humor On stage Donna is unapologetically herself joking about topics as intimate as her sex life and as crude as her day-old underwear But when Donna winds up unexpectedly pregnant after a one-night stand she is forced to face the uncomfortable realities of independent womanhood for the first time Donnas drunken hookup - and epic lapse in prophylactic judgment - turns out to be the beginning of an unplanned journey of self-discovery and empowerment,English,USA,10 wins & 29 nominations,6.8,90,76,NA,A24 Films,6-Jun-14,2014,6,16458,14,21,11,1000000,3123963,A24,positive,subjective,0.477365583,1,8495852,2123963,9159624,9575722,27926409,8133748,5439370,5080916,14.954612946081562,1767.4736207366716,3.044522437723423,2.3978952727983707,11,1.9090909090909092
41,Patti Cake$,2017,R,17,109,Drama; Music,Geremy Jasper,Danielle Macdonald; Bridget Everett; Siddharth Dhananjay; Mamoudou Athie,PATTI CAKE$ is centered on aspiring rapper Patricia Dombrowski aka Killa P aka Patti Cake$ who is fighting an unlikely quest for glory in her downtrodden hometown in New Jersey,English,USA,7 wins & 10 nominations,6.5,81,67,794817,Fox Searchlight Pictures,18-Aug-17,2017,8,5647933,634,2563,450,1000000,800148,Fox Searchlight,positive,objective,0.488895446,1,-799408,-199852,9159624,9575722,20010532,8133748,8804638,9722257,13.592551989539675,894.509921688966,7.848933726364071,6.1092475827643655,450,5.695555555555556
42,The Invitation,2015,NOT RATED,17,100,Drama; Mystery; Thriller,Karyn Kusama,Logan Marshall-Green; Tammy Blanchard; Emayatzy Corinealdi; Aiden Lovekamp,Will and Eden were once a loving couple After a tragedy took their son Eden disappeared Two years later out of the blue she returns with a new husband and as a different person eerily changed and eager to reunite with her ex and those she left behind Over the course of a dinner party in the house that was once his the haunted Will is gripped by mounting evidence that Eden and her new friends have a mysterious and terrifying agenda But can we trust Wills hold on reality? Or will he be the unwitting catalyst of the doom he senses?,English,USA,4 wins & 14 nominations,6.7,88,74,231703,Drafthouse Films,8-Apr-16,2016,4,361284,75,303,38,1000000,231737,Drafthouse,negative,subjective,0.577254891,1,20243154,-768263,9159624,9575722,29883942,-3152472,-768263,-768263,12.35335838692484,481.39069371976854,5.713732805509369,3.6375861597263857,38,7.973684210526316
43,The Perfect Host,2010,R,17,93,Comedy; Crime; Thriller,Nick Tomnay,David Hyde Pierce; Clayne Crawford; Tyrees Allen; Cooper Barnes,Injured after committing a bank robbery John Taylor is desperate to find a place to hide out and approaches the home of Warick Wilson John manages to get himself invited into the house by posing as a friend of a friend and spinning a sob story of lost luggage and a violent mugging Inside Warick a consummate host is making the final preparations for an impeccable dinner party He insists John stay for the party but as the evening begins it becomes obvious Warick may not be what he first appears,English,USA,2 wins,6.8,45,48,48289,Magnolia Pictures,1-Jul-11,2011,7,589508,380,1106,114,1000000,48764,Magnolia,negative,subjective,0.680242002,1,-3804944,-951236,9159624,9575722,24531120,8133748,-3184813,-4333005,10.794747614685036,220.82572313931183,7.00850518208228,4.736198448394496,114,9.701754385964913
44,The Sessions,2012,R,17,95,Biography; Comedy; Drama,Ben Lewin,John Hawkes; Helen Hunt; William H. Macy; Moon Bloodgood,At the age of 38 Mark OBrien a man who uses an iron lung decides he no longer wishes to be a virgin With the help of his therapist and his priest he contacts Cheryl Cohen-Greene a professional sex surrogate and a typical soccer mom with a house a mortgage and a husband Inspired by a true story The Sessions follows the fascinating relationship which evolves between Cheryl and Mark as she takes him on his journey to manhood,English,USA,Nominated for 1 Oscar Another 18 wins & 63 nominations,7.2,93,79,5997134,Fox Searchlight Pictures,19-Oct-12,2012,10,1346064,365,1750,102,1000000,6002451,Fox Searchlight,negative,subjective,0.779340386,1,48414660,5002451,9159624,9575722,22168589,8133748,8804638,9722257,15.60767844377892,2449.9899999795916,7.4673710669175595,4.624972813284271,102,17.15686274509804
45,The Skeleton Twins,2014,R,17,93,Comedy; Drama; Romance,Craig Johnson,Bill Hader; Kristen Wiig; Luke Wilson; Ty Burrell,After ten years of estrangement twins Maggie and Milo coincidentally cheat death on the same day prompting them to reunite and confront how their lives went so wrong As the twins reunion reinvigorates them both they realize that the key to fixing their lives just may lie in fixing their relationship with each other,English,USA,4 wins & 10 nominations,6.8,87,74,NA,Roadside Attractions,12-Sep-14,2014,9,2351126,534,5207,841,1000000,5284309,Roadside Attractions,negative,subjective,0.618416905,1,48002217,-130870,9159624,9575722,27926409,8133748,-6218107,-5768780,15.480252421339992,2298.762493168879,8.557759153162898,6.734591659972948,841,6.191438763376932
