common_title,poster_path,videoKey,vote_count,original_title,popularity,vote_average,original_language,adult,id,release_date,overview,backdrop_path,genre_ids,video,title
Enron: The Smartest Guys in the Room,/d1oHF7nFAxC6X5ZNRn1SCSTJYDW.jpg,-w6duQhWuVk,97,Enron: The Smartest Guys in the Room,7.342443,7.1,en,False,13020,2005-04-22,"A documentary about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall.",/jkpTcreM7YOUF4RaDTgTAy9aMJZ.jpg,,False,Enron: The Smartest Guys in the Room
Everything Is Illuminated,/A3uFw8whRO8Td2pkTRMGlbIh4Op.jpg,tSUOYY4oukc,292,Everything is Illuminated,5.883089,7.4,en,False,340,2005-09-16,"A film based on the semi-autobiographical novel of the same name by American writer Jonathan Safran Foer, in which a young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II, in a Ukrainian village which was ultimately razed by the Nazis.",/6LFuuLkdPwUPrzt9kqfKW2JGbS6.jpg,,False,Everything is Illuminated
The Exorcism of Emily Rose,/lDffYgWFiAfA7ztBW6R4LWdjXK6.jpg,Bi-PLwxwvy8,877,The Exorcism of Emily Rose,10.505344,6.3,en,False,8643,2005-09-09,"When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",/6thnbe32tzVJlNHGmAKaHoQJRwP.jpg,,False,The Exorcism of Emily Rose
The Family Stone,/m9JjA1pPVMZKmJkShq6iTrItkUW.jpg,_wM0Zn3493o,319,The Family Stone,7.629288,6.1,en,False,9043,2005-12-14,"An uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",/w1WeTpAeXBOPtcJZZjYVOz9mGbE.jpg,,False,The Family Stone
Fantastic Four,/g23cs30dCMiG4ldaoVNP1ucjs6.jpg,_flR9_6msik,2755,Fantastic Four,29.064747,4.4,en,False,166424,2015-08-05,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",/3Kgu3ys6W6UZWWFty7rlTWgST63.jpg,,False,Fantastic Four
Favela Rising,/9GOMpzlEaDZF5CCFSLEKclrPQRJ.jpg,Wys_7B16BVY,87,Falcon Rising,6.108178,5.6,en,False,270938,2014-09-05,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",/c4blguSfQHVW7c1vuLQGFmxOOWS.jpg,,False,Falcon Rising
Fever Pitch,/kuugk93pYPqOsEW2R5C7n8gy2QK.jpg,,227,Fever Pitch,6.063402,5.8,en,False,11431,2005-04-06,"When relaxed and charming Ben Wrightman meets workaholic Lindsey Meeks she finds him sweet and charming, they hit it off and when it is winter Ben can spend every waking hour with Lindsey, but when summer comes around the corner Lindsey discovers Ben's obsession with the Boston Red Sox. She thinks it is perfect until everything goes downhill for them.",/rh2JPDIn9aI6dpAxUs0XT707nPT.jpg,,False,Fever Pitch
First Descent,/1opj1XLpB4Uq5NTLTb72dACHbuE.jpg,TIu0oRJKAbw,2,First Descent,1.334788,6,en,False,20436,2005-12-02,"First Descent is a 2005 documentary film about snowboarding and its beginning in the 1980s. The snowboarders featured in this movie (Shawn Farmer, Nick Perata, Terje Haakonsen, Hannah Teter and Shaun White with guest appearances from Travis Rice) represent three generations of snowboarders and the progress this young sport has made over the past two decades. Most of the movie was shot in Alaska.",/hECYCqcRczmMWcGdfkZSNkbfHxQ.jpg,,False,First Descent
Flightplan,/pZetr5lKqN12sRLDvgW7UUxfYtj.jpg,OHukIo3qVy4,965,Flightplan,6.722904,6.2,en,False,9315,2005-09-22,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.",/qSewyN6JIqlmI3HMjKX8Lbfw8T8.jpg,,False,Flightplan
The Fog,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,nOZwnivtLbc,390,The Fog,8.263244,6.4,en,False,790,1980-02-08,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",/1GK25Nz0pMpgBPuPpSOkqpe6RkV.jpg,,False,The Fog
Forty Shades of Blue,/r0QnXgTjkDPZW4Mmgo47OjIRwtY.jpg,IA8Qrbcoq90,4,Forty Shades of Blue,1.737385,5.3,en,False,30082,2005-12-07,A Russian woman living in Memphis with a much older rock-n-roll legend experiences a personal awakening when her husband's estranged son comes to visit.,,,False,Forty Shades of Blue
Four Brothers,/spb6ir8Z1PzheaxagpCELAhZG4O.jpg,vZPi0K6UoP8,739,Four Brothers,7.198866,6.6,en,False,8292,2005-08-11,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,/atnxWxIOFLzUfmR8hLuNMObeuWY.jpg,,False,Four Brothers
Frankenstein vs. the Creature from Blood Cove,/cbqnS6lvlKLClOcjjVzxUwygPJJ.jpg,,1,Frankenstein vs. the Creature from Blood Cove,1.331912,2,en,False,3206,2005-10-04,"Near an isolated beach on California's coast, a sinister plan is underway in a laboratory of horror. Three renegade scientists have resurrected the Frankenstein Monster. . . legendary indestructible dead man come to life. . . and they have also created a biogentically engineered half-man, half fish abomination. . . to use as secret weapons in the fight against terrorists worldwide. However, disaster strikes when the terrifying monsters chemical brainwashing fails and the entire plan goes to hell! Instead of stopping terror, these invincible monsters spread terror! The first victims. . . young people on a glamour photo shoot are attacked by the amphibious beast of evil! Rescued and held hostage by the scientists, the survivors must find a way to escape the madmen and the monsters!",/6PZlK0oKLkz0P2BLrsPVR8F0K4q.jpg,,False,Frankenstein vs. the Creature from Blood Cove
Fun with Dick and Jane,/pja5sDJEmh7EBJ5scx5qp6N9Fqw.jpg,ldbkr2eN6qk,794,Fun with Dick and Jane,7.589593,5.9,en,False,7552,2005-12-21,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",/gEXvIMvCT1TuQY7Lu9vN47MpSm4.jpg,,False,Fun with Dick and Jane
The Game of Their Lives,/yBhH7PxoH0uCs01sZnwCnVIIeVw.jpg,,19,The Game of Their Lives,2.395263,5.9,en,False,29078,2005-01-01,"Based on a true story, this film tells the tale of the 1950 US soccer team who, against all odds, beat England 1 - 0 in the city of Belo Horizonte, Brazil. Although no US team has yet won a World Cup title, this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs.",/fQq3OoZZFqVdHrJIRGXONffslzH.jpg,,False,The Game of Their Lives
Get Rich or Die Tryin',/wKeSnhQfdwrycHorc9OPQ5KxVxJ.jpg,HJL2hh3jtoE,228,Get Rich or Die Tryin',6.490092,6.3,en,False,10060,2005-11-09,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",/pAHa892SfUcANURmhrx4SCkx3jR.jpg,,False,Get Rich or Die Tryin'
Getting Played,/9u2f7mbgwJzSIcnOqfS5kOAELlH.jpg,QF52Q5Q6RAA,9,Getting Played,2.202197,6.6,en,False,18307,2005-12-10,"Three beautiful women (Electra, Dash, and Fox) who have had their share of men trouble enter into a game of fun in which they choose a random guy and film each other seducing him so as to use the footage later to humiliate him. But problems arise when the random man is in on the joke.",/xYrsofIB20bguXmmDTC8RD2c7T4.jpg,,False,Getting Played
Goal!,/8OCGYpzbFZHEubCUzjtyQEEOmV.jpg,--qOSiMyD84,321,Goal!,8.685208,6.5,en,False,9763,2005-09-29,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",/d6M6G6pKIX97hp236KlrDh5uO7P.jpg,,False,Goal! The Dream Begins
The Gospel,/j2Smn3SyOUxsSlybMQ1UqmvX84L.jpg,nKL9Viahyzk,8,The Gospel,2.737102,5.4,en,False,25517,2005-10-07,"A young singer turns his back on God and his father's church when tragedy strikes. He returns years later to find the once powerful congregation in disarray. With his childhood nemesis creating a ""new vision"" for the church, he is forced to deal with family turmoil, career suicide, and relationship issues that send him on a collision course with redemption or destruction",/9yRB3CSh5RvrJ6OBxIKEwBLcTuX.jpg,,False,The Gospel
"Good Night, and Good Luck",/2sW2FVIvrYs4NbYKMitjogeFw84.jpg,7C-578tLIfQ,334,"Good Night, and Good Luck.",7.510179,6.9,en,False,3291,2005-09-16,"The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",/3q7X3UionEpjmCI2Ko2m7lbsEvA.jpg,,False,"Good Night, and Good Luck."
The Great Raid,/o4ZdK0xbx6qKxSYQzo90w3PbdPU.jpg,jnW0DyAVOEg,106,The Great Raid,6.70105,6.7,en,False,13922,2005-08-12,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",/grhkv9OEJtLamZBDcshrmvBqVwc.jpg,,False,The Great Raid
The Greatest Game Ever Played,/qn0AtESY7e5EgzYxmOZU5UeirEH.jpg,sv6FZMeA2Mw,141,The Greatest Game Ever Played,6.765125,7,en,False,15487,2005-09-30,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",/bzgOujiaRR8FDYsA7kq9w1MYmq.jpg,,False,The Greatest Game Ever Played
Green Street,/z3LC4kI8azbeuHRGgDdWo6VBCdX.jpg,EAe-1Lv1KYU,836,Green Street Hooligans,17.361557,7.1,en,False,8923,2005-09-09,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",/qG2NKjGLsFxohQYUWcjgI1fsuzz.jpg,,False,Green Street Hooligans
Grizzly Man,/qNs0HRSEvSKmtcMiVa2O1yWUKCk.jpg,suxb0X_O4XA,262,Grizzly Man,6.471504,7.3,en,False,501,2005-08-12,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",/voaEWm1rFZ5lDL1E8NUpQRP4inc.jpg,,False,Grizzly Man
Guess Who,/edxlUrSaeVYkG1VfQlceXcWeRdR.jpg,bu2Ub6up1lY,292,Guess Who,6.910904,5.5,en,False,11638,2005-03-25,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",/78ccwmm9r0PhiPY50GQGzHUY4jW.jpg,,False,Guess Who
Happy Endings,/teTjhQPzi3TtXNIlSSw3OZPDnaS.jpg,z-rgRTsjaG4,43,Happy Endings,4.857728,5.6,en,False,14922,2005-01-20,An ensemble cast telling 10 stories with intertwining characters. One story is about a father and son who are dating the same woman . Another features a woman who long ago gave her baby up for adoption but is now being blackmailed by a documentary filmmaker who claims to know the now-grown child's whereabouts.,/ygYXVTxOMTDD4gf1tv0k2qye4X9.jpg,,False,Happy Endings
Harry Potter and the Goblet of Fire,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,PFWAOnvMd1Q,7202,Harry Potter and the Goblet of Fire,18.008204,7.6,en,False,674,2005-11-16,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",/gzKW3emulMxIHzuXxZoyDB1lei9.jpg,,False,Harry Potter and the Goblet of Fire
Her Minor Thing,/zFuZUPcXOzCtBGYou4APjZuMOsy.jpg,OKZ7cobWjdc,7,Her Minor Thing,2.177564,5.4,en,False,39344,2005-06-10,"Jeana does IT for the Sacramento Fire Department. She and Tom, a self-confident local TV news reporter, are about to go on a cruise to Rio when he lets slip on TV that she is a virgin. It's a slow news week, so this becomes a story: the media pursue Jeana, she breaks up with Tom and wants the tickets or her cruise money back, and Tom can't believe she's serious. Her path crosses that of Paul, a photographer recently arrived from Texas who's also Tom's cameraman; he's had six serious relationships that have ended with his heart broken. A triangle of sorts develops. Will Jeana end up with either man? Will she end up on the cruise? And what about that minor thing?",/s8NtRak7nUH5VkWLE2U13esfJwM.jpg,,False,Her Minor Thing
Herbie: Fully Loaded,/a0zQJrWYHiUC6EzTofznsBKWzh0.jpg,XJVb3BtojY4,700,Herbie Fully Loaded,9.104056,5.1,en,False,11451,2005-06-22,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",/pBgGl3GfVxs84T7ZniUAz5FMMNx.jpg,,False,Herbie Fully Loaded
Hide and Seek,/g8qIjDUzru1c0reqca7dJ6cmte8.jpg,o9uEkTPchIo,556,Hide and Seek,8.805133,6.2,en,False,11096,2005-01-27,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",/gGFDS4JxyhftFR6fIqgRfQ31TYr.jpg,,False,Hide and Seek
A History of Violence,/mz1qCHXxTUJm2AqOdW3IIpwYdo3.jpg,dp2CxCsK8nM,1028,A History of Violence,16.684654,7,en,False,59,2005-09-23,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,/aBjvBbQWrR5gZbxS4WMSaT1XlZL.jpg,,False,A History of Violence
Hitch,/wY1AsrhhymgxVruhkPtfBoLnUA3.jpg,pYrrEUgnT6s,2136,Hitch,17.382938,6.4,en,False,8488,2005-02-10,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",/4aur0Sum8KnL5XZU0tNDjRJDUtC.jpg,,False,Hitch
The Hitchhiker's Guide to the Galaxy,/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,MbGNcoB2Y4I,1642,The Hitchhiker's Guide to the Galaxy,25.923563,6.6,en,False,7453,2005-04-28,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",/kMf3ewax3ZeiSESaPQxBAReQzDD.jpg,,False,The Hitchhiker's Guide to the Galaxy
The Honeymooners,/97rcPjnmzrIH8raQ2CU2ptY0gdy.jpg,,22,The Honeymooners,3.33774,4,en,False,21295,2005-06-10,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",/vAor5r5odNzxOTYt1OXk0sB3RjP.jpg,,False,The Honeymooners
Hoodwinked!,/cx7CmTKBa5sgZqLp6680CdMrZc1.jpg,RGV-cTSr6zg,611,Hoodwinked!,9.584916,6,en,False,10982,2005-12-16,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",/4KWtkmddn9bu537mU2WRsmJuoBe.jpg,,False,Hoodwinked!
