Title,ReleaseDate,Genre,Rating
Jamesy Boy,"January 17, 2014","Biography, Drama, Romance, Crime, Music, Family",29
The Nut Job 2: Nutty by Nature,"August 11, 2017","Adventure, Comedy, Animation, Family",36
Ride Along 2,"January 15, 2016","Action, Comedy",32
Victor Frankenstein,"November 25, 2015","Sci-Fi, Drama, Horror",36
Labor Day,"December 27, 2013",Drama,52
That Awkward Moment,"January 31, 2014","Comedy, Romance",36
Somewhere Slow,"January 31, 2014","Drama, Comedy, Romance",48
The Monuments Men,"February 7, 2014","Action, Adventure, Biography, Drama, History, Thriller, Comedy, War",52
The Outsider,"March 9, 2018","Drama, Mystery, Thriller, Crime",30
After the Dark,"February 7, 2014","Sci-Fi, Drama, Thriller, Fantasy",37
Nurse 3D,"February 7, 2014","Thriller, Horror",29
The Pretty One,"February 7, 2014","Drama, Comedy",53
Vampire Academy,"February 7, 2014","Action, Mystery, Fantasy, Horror, Comedy",31
About Last Night,"February 14, 2014","Drama, Comedy, Romance",62
Adult World,"February 14, 2014",Comedy,61
Date and Switch,"February 14, 2014",Comedy,56
Endless Love,"February 14, 2014","Drama, Romance",30
RoboCop,"February 12, 2014","Action, Sci-Fi, Thriller, Crime",52
Someone Marry Barry,"February 7, 2014",Comedy,52
3 Days to Kill,"February 21, 2014","Action, Drama, Thriller, Crime",40
Angels in Stardust,"February 21, 2014","Drama, Comedy",34
Barefoot,"February 21, 2014","Drama, Comedy, Romance",22
Holy Ghost People,"February 21, 2014","Drama, Thriller",0
The Bag Man,"February 28, 2014","Drama, Thriller, Crime",28
Non-Stop,"February 28, 2014","Action, Mystery, Thriller",56
Repentance,"February 28, 2014","Thriller, Horror",0
Son of God,"February 28, 2014",Drama,37
300: Rise of an Empire,"March 7, 2014","Action, Drama, Fantasy, War",48
Mr. Peabody & Sherman,"March 7, 2014","Adventure, Sci-Fi, Comedy, Animation, Family",59
Better Living Through Chemistry,"March 14, 2014","Drama, Comedy",40
Need For Speed,"March 14, 2014","Action, Drama, Thriller, Crime",39
Tyler Perry's The Single Moms Club,"March 14, 2014","Drama, Comedy",31
Veronica Mars,"March 14, 2014","Drama, Mystery, Comedy, Crime",62
Divergent,"March 21, 2014","Action, Adventure, Sci-Fi, Drama, Romance",48
Muppets Most Wanted,"March 21, 2014","Adventure, Comedy, Crime, Family, Musical",61
50 to 1,"May 23, 2014",Drama,37
Noah,"March 28, 2014","Action, Adventure, Drama, Fantasy",68
Sabotage,"March 28, 2014","Action, Drama, Thriller, Crime",41
Alien Abduction,"April 4, 2014","Sci-Fi, Thriller, Horror",47
Captain America: The Winter Soldier,"April 4, 2014","Action, Adventure, Sci-Fi, Thriller",70
Sami Blood,"June 2, 2017",Drama,79
Draft Day,"April 11, 2014","Drama, Sport",54
Oculus,"April 11, 2014",Horror,61
Rio 2,"April 11, 2014","Adventure, Comedy, Animation, Family",49
Heaven Is for Real,"April 16, 2014",Drama,47
Authors Anonymous,"April 18, 2014",Comedy,16
A Haunted House 2,"April 18, 2014","Horror, Comedy",17
Kid Cannabis,"April 18, 2014","Drama, Crime",54
Transcendence,"April 17, 2014","Action, Sci-Fi, Drama, Mystery, Thriller",42
13 Sins,"April 18, 2014","Thriller, Horror",44
Brick Mansions,"April 25, 2014","Action, Drama, Crime",40
The Other Woman,"April 25, 2014","Comedy, Romance",39
Walking with the Enemy,"April 25, 2014","Action, Drama, History, Romance, War",44
The Amazing Spider-Man 2,"May 2, 2014","Action, Adventure, Fantasy",53
Bad Johnson,"May 2, 2014","Fantasy, Comedy",25
Decoding Annie Parker,"May 2, 2014",Drama,56
Walk of Shame,"May 2, 2014",Comedy,25
Moms' Night Out,"May 9, 2014",Comedy,25
Neighbors 2: Sorority Rising,"May 20, 2016",Comedy,58
Stage Fright,"May 9, 2014","Horror, Musical",39
Godzilla,"May 16, 2014","Action, Adventure, Sci-Fi, Thriller, Fantasy",62
Million Dollar Arm,"May 16, 2014","Biography, Drama, Sport",56
The Angriest Man in Brooklyn,"May 23, 2014","Drama, Comedy",21
Blended,"May 23, 2014",Comedy,31
Cold in July,"May 23, 2014","Drama, Thriller, Crime",73
X-Men: Days of Future Past,"May 23, 2014","Action, Adventure, Sci-Fi, Thriller, Fantasy",74
Maleficent,"May 30, 2014","Action, Adventure, Drama, Mystery, Thriller, Fantasy, Romance, Family",56
A Million Ways to Die in the West,"May 30, 2014","Comedy, Western",44
Edge of Tomorrow,"June 6, 2014","Action, Sci-Fi",71
The Fault in Our Stars,"June 6, 2014","Drama, Romance",69
Ping Pong Summer,"June 6, 2014",Comedy,52
22 Jump Street,"June 13, 2014","Action, Comedy, Crime",71
Hellion,"June 13, 2014","Drama, Thriller",55
How to Train Your Dragon 2,"June 13, 2014","Action, Adventure, Fantasy, Comedy, Animation, Family",76
The Lullaby,"March 2, 2018",Horror,48
Obvious Child,"June 6, 2014","Comedy, Romance",76
The Signal,"June 13, 2014","Sci-Fi, Thriller",54
Jersey Boys,"June 20, 2014","Biography, Drama, Music, Musical",54
Think Like a Man Too,"June 20, 2014","Comedy, Romance",38
Rebound,"July 1, 2005","Sport, Comedy, Family",36
America: Imagine a World Without Her,"July 2, 2014",Documentary,15
They Came Together,"June 27, 2014",Comedy,60
Transformers: Age Of Extinction,"June 27, 2014","Action, Adventure, Sci-Fi",32
Deliver Us From Evil,"July 2, 2014","Action, Thriller, Horror, Crime",40
Earth to Echo,"July 2, 2014","Adventure, Sci-Fi, Family",53
School Dance,"July 2, 2014","Drama, Comedy, Music",0
Tammy,"July 2, 2014",Comedy,39
Boyhood,"July 11, 2014",Drama,100
Dawn of the Planet of the Apes,"July 11, 2014","Action, Sci-Fi, Drama, Thriller",79
Rage,"July 11, 2014","Action, Thriller, Crime",28
Road to Paloma,"July 11, 2014","Drama, Thriller",44
I Origins,"July 18, 2014","Sci-Fi, Drama",57
Persecuted,"July 18, 2014","Action, Drama, Mystery, Thriller",11
Planes: Fire & Rescue,"July 18, 2014","Adventure, Comedy, Animation, Family",48
The Purge: Anarchy,"July 18, 2014","Action, Thriller, Horror",50
Sex Tape,"July 18, 2014","Drama, Comedy",36
Wish I Was Here,"July 18, 2014","Drama, Comedy",43
And So It Goes,"July 25, 2014","Drama, Comedy, Romance",38
Happy Christmas,"July 25, 2014","Drama, Comedy",70
Hercules,"July 25, 2014","Action, Adventure",47
Magic in the Moonlight,"July 25, 2014","Drama, Comedy, Romance",54
My Man Is a Loser,"July 25, 2014",Comedy,19
Get On Up,"August 1, 2014","Biography, Drama, Music",71
Guardians of the Galaxy Vol. 2,"May 5, 2017","Action, Adventure, Sci-Fi, Comedy",67
4 Minute Mile,"August 1, 2014",Drama,48
The Hundred-Foot Journey,"August 8, 2014","Drama, Romance",55
Into the Storm,"August 8, 2014","Action, Thriller",44
Step Up: All In,"August 8, 2014","Drama, Romance, Music",45
The Expendables 3,"August 15, 2014","Action, Adventure, Thriller",35
The Giver,"August 15, 2014","Sci-Fi, Drama, Fantasy",47
Life After Beth,"August 15, 2014","Drama, Fantasy, Horror, Comedy, Romance",50
The One I Love,"August 22, 2014","Drama, Comedy, Romance",66
Staying Vertical,"January 20, 2017","Drama, Comedy",65
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"January 29, 1964","Drama, Thriller",96
The Little Prince,"August 5, 2016","Adventure, Drama, Fantasy, Animation, Family",70
Sin City: A Dame To Kill For,"August 22, 2014","Action, Thriller, Crime",46
"As Above, So Below","August 29, 2014","Thriller, Horror",38
Patti Cake$,"August 18, 2017","Drama, Music",67
Dolphin Tale 2,"September 12, 2014","Drama, Family",58
Honeymoon,"September 12, 2014","Sci-Fi, Thriller, Horror, Romance",65
No Good Deed,"September 12, 2014","Thriller, Horror, Crime",26
The Guest,"September 17, 2014","Action, Mystery, Thriller",76
A Walk Among the Tombstones,"September 19, 2014","Action, Drama, Mystery, Thriller, Crime",57
Maze Runner: The Death Cure,"January 26, 2018","Action, Sci-Fi, Thriller",51
The Scribbler,"September 19, 2014","Sci-Fi, Mystery, Thriller",32
The Skeleton Twins,"September 12, 2014",Drama,74
This Is Where I Leave You,"September 19, 2014","Drama, Comedy",44
Tusk,"September 19, 2014","Drama, Horror, Comedy",55
The Boxtrolls,"September 26, 2014","Adventure, Fantasy, Comedy, Animation, Family",61
The Equalizer,"September 26, 2014","Action, Thriller, Crime",57
Song to Song,"March 17, 2017","Drama, Romance, Music",54
The Two Faces of January,"September 26, 2014",Thriller,66
Annabelle: Creation,"August 11, 2017","Mystery, Thriller, Horror",62
Gone Girl,"October 3, 2014","Drama, Mystery, Thriller",79
The Good Lie,"October 3, 2014",Drama,65
Left Behind,"October 3, 2014","Action, Sci-Fi, Thriller",12
Addicted,"October 10, 2014","Drama, Thriller",32
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","October 10, 2014","Comedy, Family",54
Dracula Untold,"October 10, 2014","Action, Drama, Fantasy, Horror, War",40
The Judge,"October 10, 2014",Drama,48
Whiplash,"October 10, 2014","Drama, Music",88
Birdman or (The Unexpected Virtue of Ignorance),"October 17, 2014","Drama, Comedy",88
The Book of Life,"October 17, 2014","Adventure, Fantasy, Comedy, Romance, Animation, Family",67
Camp X-Ray,"October 17, 2014","Drama, War",54
Dear White People,"October 17, 2014","Drama, Comedy",79
Mad Max: Fury Road,"May 15, 2015","Action, Adventure, Sci-Fi, Thriller",90
Listen Up Philip,"October 17, 2014",Drama,76
Nightcrawler,"October 31, 2014","Drama, Thriller, Crime",76
Young Ones,"October 17, 2014","Action, Sci-Fi, Drama, Western",47
Laggies,"October 24, 2014","Drama, Comedy, Romance",63
Ouija: Origin of Evil,"October 21, 2016","Thriller, Horror",65
Interstellar,"November 5, 2014","Action, Adventure, Sci-Fi, Mystery",74
A Merry Friggin' Christmas,"November 7, 2014",Comedy,28
The Better Angels,"November 7, 2014","Biography, Drama, History",53
Big Hero 6,"November 7, 2014","Action, Adventure, Sci-Fi, Comedy, Animation, Family",74
Elsa & Fred,"November 7, 2014","Drama, Comedy, Romance, Family",49
Jessabelle,"November 7, 2014","Thriller, Horror",37
Beside Still Waters,"November 14, 2014","Drama, Comedy, Romance",42
Beyond the Lights,"November 14, 2014",Drama,73
Dumb and Dumber,"December 16, 1994",Comedy,41
Foxcatcher,"November 14, 2014","Biography, Drama, Sport, Thriller",81
The Homesman,"November 14, 2014","Drama, Western",68
Kirk Cameron's Saving Christmas,"November 14, 2014","Comedy, Family",18
Horrible Bosses 2,"November 26, 2014","Comedy, Crime",40
Penguins of Madagascar,"November 26, 2014","Adventure, Comedy, Animation, Family",53
Comet,"December 5, 2014","Sci-Fi, Drama, Comedy, Romance",52
Wild,"December 3, 2014","Biography, Drama",76
Exodus: Gods and Kings,"December 12, 2014","Action, Adventure, Drama",52
Inherent Vice,"December 12, 2014","Drama, Mystery, Comedy, Romance, Crime",81
The Color of Time,"December 12, 2014","Biography, Drama, Romance",34
Top Five,"December 12, 2014","Comedy, Romance",81
Goodbye to All That,"December 17, 2014","Drama, Comedy",62
Annie,"December 19, 2014","Drama, Comedy, Family, Musical",33
Night at the Museum: Secret of the Tomb,"December 19, 2014","Adventure, Fantasy, Comedy, Family",47
Big Eyes,"December 25, 2014","Biography, Drama",62
The Interview,"December 25, 2014","Action, Comedy",52
Into the Woods,"December 25, 2014","Adventure, Fantasy, Comedy, Family, Musical",69
Unbroken,"December 25, 2014","Action, Biography, Drama, History, Sport, War",59
The Woman in Black 2: Angel of Death,"January 2, 2015","Drama, Thriller, Horror",42
Taken 3,"January 9, 2015","Action, Thriller, Crime",26
Bad Match,"November 3, 2017",Thriller,0
Blackhat,"January 16, 2015","Action, Drama, Mystery, Thriller, Crime",51
Little Accidents,"January 16, 2015",Drama,56
Paddington 2,"January 12, 2018","Adventure, Fantasy, Comedy, Animation, Family",88
Spare Parts,"January 16, 2015","Drama, Sport",50
The Wedding Ringer,"January 16, 2015","Comedy, Romance",35
Inherent Vice,"December 12, 2014","Drama, Mystery, Comedy, Romance, Crime",81
Veronika Decides to Die,"January 20, 2015","Drama, Romance",0
The Boy Next Door,"January 23, 2015",Thriller,30
Patti Cake$,"August 18, 2017","Drama, Music",67
The Humbling,"January 23, 2015","Drama, Comedy",59
Mortdecai,"January 23, 2015","Action, Drama, Comedy, Crime",27
Song One,"January 23, 2015","Drama, Music",48
Strange Magic,"January 23, 2015","Fantasy, Animation, Family, Musical",25
Black or White,"January 30, 2015",Drama,45
The Loft,"January 30, 2015",Thriller,24
Project Almanac,"January 30, 2015","Sci-Fi, Thriller",47
Wild Card,"January 30, 2015","Action, Drama, Thriller, Crime",40
3 Nights in the Desert,"February 6, 2015",Drama,0
Enter the Dangerous Mind,"February 6, 2015",Thriller,22
Jupiter Ascending,"February 6, 2015","Action, Adventure, Sci-Fi, Fantasy",40
"Love, Rosie","February 6, 2015","Comedy, Romance",44
Seventh Son,"February 6, 2015","Action, Adventure, Fantasy, Family",30
The SpongeBob Movie: Sponge Out of Water,"February 6, 2015","Adventure, Comedy, Animation, Family",62
Small Voices,"October 10, 2003",Drama,58
Accidental Love,"March 20, 2015","Comedy, Romance",20
Da Sweet Blood of Jesus,"February 13, 2015","Thriller, Comedy, Romance",52
Fifty Shades of Grey,"February 13, 2015","Drama, Romance, Adult",46
Kingsman: The Secret Service,"February 13, 2015","Action, Adventure, Thriller, Comedy, Crime",60
The DUFF,"February 20, 2015",Comedy,56
Hot Tub Time Machine 2,"February 20, 2015","Sci-Fi, Comedy",29
McFarland USA,"February 20, 2015","Drama, Sport",60
Everly,"February 27, 2015","Action, Thriller",35
Focus,"February 27, 2015","Drama, Comedy, Romance, Crime",56
The Lazarus Effect,"February 27, 2015","Thriller, Horror",31
Maps to the Stars,"February 27, 2015","Drama, Comedy",67
Out in the Dark,"September 27, 2013","Drama, Romance",69
Bad Asses on the Bayou,"March 6, 2015","Action, Drama, Comedy",0
Chappie,"March 6, 2015","Action, Sci-Fi, Thriller, Comedy",41
Road Hard,"March 6, 2015",Comedy,50
The Second Best Exotic Marigold Hotel,"March 6, 2015","Drama, Comedy",51
Unfinished Business,"March 6, 2015",Comedy,32
Cinderella,"March 13, 2015","Adventure, Drama, Fantasy, Romance, Family",67
The Cobbler,"March 13, 2015","Drama, Fantasy, Comedy",23
Cymbeline,"March 13, 2015",Drama,54
Home Sweet Hell,"March 13, 2015","Drama, Comedy",22
It Follows,"March 13, 2015","Mystery, Horror",83
Muck,"March 13, 2015",Horror,0
Run All Night,"March 13, 2015","Action, Drama, Mystery, Thriller, Crime",59
Danny Collins,"March 20, 2015","Drama, Comedy, Music",58
The Divergent Series: Insurgent,"March 20, 2015","Action, Adventure, Sci-Fi, Thriller, Romance",42
Do You Believe?,"March 20, 2015",Drama,22
The Gunman,"March 20, 2015","Action, Drama, Mystery, Thriller, Crime",39
Tracers,"March 20, 2015","Action, Drama, Thriller, Crime",45
The Walking Deceased,"March 20, 2015",Comedy,9
Get Hard,"March 27, 2015",Comedy,34
Spider-Man: Homecoming,"July 7, 2017","Action, Adventure, Sci-Fi, Fantasy, Family",73
Serena,"March 27, 2015",Drama,36
Furious 7,"April 3, 2015","Action, Adventure, Thriller, Crime",67
Woman in Gold,"April 1, 2015",Drama,51
Ex Machina,"April 10, 2015","Sci-Fi, Drama, Thriller",78
The Longest Ride,"April 10, 2015","Drama, Romance",33
Lost River,"April 10, 2015","Drama, Mystery, Thriller, Fantasy",42
Camille Claudel 1915,"October 16, 2013","Biography, Drama",65
Alex of Venice,"April 17, 2015",Drama,56
Beyond the Reach,"April 17, 2015",Thriller,34
Child 44,"April 17, 2015","Drama, Thriller",41
Monkey Kingdom,"April 17, 2015",Documentary,72
Paul Blart: Mall Cop 2,"April 17, 2015","Action, Comedy, Crime",13
The Road Within,"April 17, 2015","Drama, Comedy",31
True Story,"April 17, 2015","Drama, Mystery, Thriller",50
Unfriended,"April 17, 2015","Thriller, Horror",59
Adult Beginners,"April 24, 2015","Drama, Comedy",57
Blackbird,"April 24, 2015",Drama,33
Brotherly Love,"April 24, 2015",Drama,0
Just Before I Go,"April 24, 2015","Drama, Comedy",24
Little Boy,"April 24, 2015","Drama, Comedy, War",30
The Age of Adaline,"April 24, 2015","Drama, Romance",51
Avengers: Age of Ultron,"May 1, 2015","Action, Adventure, Sci-Fi, Thriller, Fantasy",66
Far from the Madding Crowd,"May 1, 2015","Drama, Romance",71
The D Train,"May 8, 2015",Comedy,55
Hot Pursuit,"May 8, 2015","Action, Comedy, Crime",31
Maggie,"May 8, 2015","Drama, Thriller, Fantasy, Horror",52
Mad Max: Fury Road,"May 15, 2015","Action, Adventure, Sci-Fi, Thriller",90
Pitch Perfect 2,"May 15, 2015","Comedy, Music",63
Poltergeist,"May 22, 2015","Thriller, Horror",47
Tomorrowland,"May 22, 2015","Action, Adventure, Sci-Fi, Mystery, Family",60
When Marnie Was There,"May 22, 2015","Drama, Mystery, Animation, Family",72
Aloha,"May 29, 2015","Adventure, Drama, Comedy, Romance",40
San Andreas,"May 29, 2015","Action, Adventure, Drama, Thriller",43
Entourage,"June 3, 2015",Comedy,38
Insidious: Chapter 3,"June 5, 2015","Drama, Thriller, Horror",52
Love & Mercy,"June 5, 2015","Biography, Drama, Music",80
Jurassic World,"June 12, 2015","Action, Adventure, Sci-Fi, Thriller",59
Me and Earl and the Dying Girl,"June 12, 2015","Drama, Comedy",74
Dope,"June 19, 2015","Drama, Comedy, Crime",72
Inside Out,"June 19, 2015","Adventure, Drama, Fantasy, Comedy, Animation, Family",94
Ted 2,"June 26, 2015",Comedy,48
Terminator Genisys,"July 1, 2015","Action, Adventure, Sci-Fi, Thriller",38
Minions,"July 10, 2015","Comedy, Animation, Family",56
Ant-Man,"July 17, 2015","Action, Adventure, Sci-Fi, Thriller, Comedy",64
Trainwreck,"July 17, 2015","Comedy, Romance",75
Pixels,"July 24, 2015","Action, Sci-Fi, Comedy, Animation",27
The Vatican Tapes,"July 24, 2015","Thriller, Horror",38
No Escape,"August 26, 2015","Action, Thriller",38
Hitman: Agent 47,"August 21, 2015","Action, Adventure, Thriller, Crime",28
Black Mass,"September 18, 2015","Action, Biography, Drama, Crime",68
Everest,"September 18, 2015","Adventure, Biography, Drama, History, Thriller",64
War Pigs,"September 18, 2015","Action, War",0
The Martian,"October 2, 2015","Action, Adventure, Sci-Fi, Drama, Comedy",80
Crimson Peak,"October 16, 2015","Drama, Mystery, Thriller, Fantasy, Horror, Romance",66
The Peanuts Movie,"November 6, 2015","Adventure, Comedy, Animation, Family",67
The Good Dinosaur,"November 25, 2015","Adventure, Fantasy, Comedy, Animation, Family",66
Victor Frankenstein,"November 25, 2015","Sci-Fi, Drama, Horror",36
In the Heart of the Sea,"December 11, 2015","Action, Adventure, Biography, Drama, History, Thriller",47
Concussion,"December 25, 2015","Biography, Drama, Sport",55
Point Break,"December 25, 2015","Action, Sport, Thriller, Crime",34
The Revenant,"December 25, 2015","Adventure, Drama, Thriller, Western",76
Snowden,"September 16, 2016","Action, Biography, Drama, Thriller",58
The Forest,"January 8, 2016","Mystery, Thriller, Horror",34
Anesthesia,"January 8, 2016","Drama, Thriller",55
The Silence of the Lambs,"February 13, 1991","Thriller, Crime",85
Ride Along 2,"January 15, 2016","Action, Comedy",32
13 Hours: The Secret Soldiers of Benghazi,"January 15, 2016","Action, Drama, Thriller, War",48
Norm of the North,"January 15, 2016","Adventure, Comedy, Animation, Family",21
The Benefactor,"January 15, 2016",Drama,40
Dirty Grandpa,"January 22, 2016",Comedy,21
The 5th Wave,"January 22, 2016","Action, Adventure, Sci-Fi, Thriller",33
Boyhood,"July 11, 2014",Drama,100
Ip Man 3,"January 22, 2016","Action, Biography, Drama, History",57
Synchronicity,"January 22, 2016","Sci-Fi, Mystery, Thriller",39
Kung Fu Panda 3,"January 29, 2016","Action, Adventure, Comedy, Animation, Family",66
The Finest Hours,"January 29, 2016","Action, Adventure, Biography, Drama, History, Thriller",58
Fifty Shades of Black,"January 29, 2016",Comedy,28
Jane Got a Gun,"January 29, 2016","Action, Drama, Western",49
"Hail, Caesar!","February 5, 2016","Drama, Mystery, Comedy, Musical",72
Pride and Prejudice and Zombies,"February 5, 2016","Action, Thriller, Horror, Comedy, Romance",45
Sophie's Choice,"December 8, 1982","Drama, Romance",68
Deadpool,"February 12, 2016","Action, Adventure, Sci-Fi, Thriller, Fantasy, Comedy, Romance",65
Zoolander 2,"February 12, 2016",Comedy,34
How to Be Single,"February 12, 2016","Comedy, Romance",51
Risen,"February 19, 2016","Action, Adventure, Drama, Mystery",51
Mary and The Witch's Flower,"January 19, 2018","Adventure, Fantasy, Animation, Family",73
Downhill Racer,"November 7, 1969","Drama, Sport",90
Gods of Egypt,"February 26, 2016","Action, Adventure, Fantasy",25
Triple 9,"February 26, 2016","Action, Drama, Thriller, Crime",52
Eddie the Eagle,"February 26, 2016","Biography, Drama, History, Sport, Comedy",54
Zootopia,"March 4, 2016","Action, Adventure, Comedy, Crime, Animation, Family",78
London Has Fallen,"March 4, 2016","Action, Drama, Thriller, Crime",28
Whiskey Tango Foxtrot,"March 4, 2016","Comedy, War",57
The Other Side of the Door,"March 4, 2016",Horror,41
10 Cloverfield Lane,"March 11, 2016","Action, Sci-Fi, Drama, Mystery, Thriller, Horror",76
The Young Messiah,"March 11, 2016",Drama,33
The Perfect Match,"March 11, 2016","Comedy, Romance",41
"Hello, My Name Is Doris","March 11, 2016","Drama, Comedy, Romance",63
Miracles from Heaven,"March 16, 2016",Drama,44
The Divergent Series: Allegiant,"March 18, 2016","Action, Adventure, Sci-Fi, Mystery, Thriller, Romance",33
The Bronze,"March 18, 2016","Drama, Comedy",44
Midnight Special,"March 18, 2016","Adventure, Sci-Fi, Drama, Thriller",76
Batman v Superman: Dawn of Justice,"March 25, 2016","Action, Adventure, Sci-Fi, Fantasy",44
My Big Fat Greek Wedding 2,"March 25, 2016","Comedy, Romance, Family",37
I Saw the Light,"March 25, 2016","Biography, Drama, Romance, Music, Musical",47
Everybody Wants Some!!,"March 30, 2016",Comedy,83
Meet the Blacks,"April 1, 2016","Horror, Comedy",26
Miles Ahead,"April 1, 2016","Biography, Drama, Romance, Music",64
The Boss Baby,"March 31, 2017","Fantasy, Comedy, Animation, Family",50
Hardcore Henry,"April 8, 2016","Action, Adventure, Sci-Fi, Thriller",51
Demolition,"April 8, 2016","Drama, Comedy",49
The Invitation,"April 8, 2016","Thriller, Horror",74
The Jungle Book,"April 15, 2016","Adventure, Drama, Fantasy, Family, Musical",77
Barbershop: The Next Cut,"April 15, 2016",Comedy,67
November Criminals,"December 8, 2017","Drama, Mystery, Crime",31
Green Room,"April 15, 2016","Thriller, Horror, Crime, Music",79
A Hologram for the King,"April 22, 2016","Drama, Comedy",58
Elvis & Nixon,"April 22, 2016","History, Comedy",59
Keanu,"April 29, 2016","Action, Comedy",63
Ratchet & Clank,"April 29, 2016","Action, Adventure, Sci-Fi, Comedy, Animation, Family",29
Captain America: Civil War,"May 6, 2016","Action, Adventure, Sci-Fi, Thriller",75
Money Monster,"May 13, 2016","Drama, Mystery, Thriller, Crime",55
God's Not Dead: A Light in Darkness,"March 30, 2018",Drama,0
Love & Friendship,"May 13, 2016","Drama, Comedy, Romance",87
The Angry Birds Movie,"May 20, 2016","Action, Comedy, Animation, Family",43
Neighbors 2: Sorority Rising,"May 20, 2016",Comedy,58
The Nice Guys,"May 20, 2016","Action, Mystery, Thriller, Comedy, Crime",70
X-Men: Apocalypse,"May 27, 2016","Action, Adventure, Sci-Fi, Fantasy",52
Alice Through the Looking Glass,"May 27, 2016","Adventure, Fantasy, Family",34
Me Before You,"June 3, 2016","Drama, Romance",51
Popstar: Never Stop Never Stopping,"June 3, 2016","Comedy, Music",68
The Conjuring 2,"June 10, 2016","Mystery, Thriller, Horror",65
Warcraft,"June 10, 2016","Action, Adventure, Fantasy",32
Now You See Me 2,"June 10, 2016","Action, Adventure, Mystery, Thriller, Comedy, Crime",46
Finding Dory,"June 17, 2016","Adventure, Comedy, Animation, Family",77
Central Intelligence,"June 17, 2016","Action, Comedy, Crime",52
Independence Day: Resurgence,"June 24, 2016","Action, Adventure, Sci-Fi",32
The Shallows,"June 24, 2016","Drama, Thriller, Horror",59
Free State of Jones,"June 24, 2016","Action, Biography, Drama, History, War",53
The Neon Demon,"June 24, 2016","Drama, Thriller, Horror",51
The Legend of Tarzan,"July 1, 2016","Action, Adventure, Drama, Romance",44
The BFG,"July 1, 2016","Adventure, Fantasy, Family",66
The Purge: Election Year,"July 1, 2016","Action, Sci-Fi, Thriller, Horror",55
The Secret Life of Pets,"July 8, 2016","Adventure, Comedy, Animation, Family",61
Mike and Dave Need Wedding Dates,"July 8, 2016","Adventure, Comedy, Romance",51
The Infiltrator,"July 13, 2016","Biography, Drama, Thriller, Crime",66
Ghostbusters,"July 15, 2016","Action, Sci-Fi, Fantasy, Comedy",60
Star Trek Beyond,"July 22, 2016","Action, Adventure, Sci-Fi, Thriller",68
Ice Age: Collision Course,"July 22, 2016","Action, Adventure, Sci-Fi, Comedy, Animation, Family",34
Lights Out,"July 22, 2016","Thriller, Fantasy, Horror",58
Jason Bourne,"July 29, 2016","Action, Thriller",58
A Bad Moms Christmas,"November 1, 2017","Action, Adventure, Comedy",42
Nerve,"July 27, 2016","Adventure, Sci-Fi, Mystery, Thriller, Crime",58
Suicide Squad,"August 5, 2016","Action, Adventure, Sci-Fi, Thriller, Fantasy, Comedy, Crime",40
Nine Lives,"August 5, 2016","Fantasy, Comedy, Family",11
Sausage Party,"August 12, 2016","Adventure, Fantasy, Comedy, Animation",66
Florence Foster Jenkins,"August 12, 2016","Biography, Drama, Comedy, Romance, Music",71
Ben-Hur,"August 19, 2016","Action, Adventure, Drama, History",38
Kubo and the Two Strings,"August 19, 2016","Adventure, Fantasy, Animation, Family",84
War Dogs,"August 19, 2016","Drama, Thriller, Comedy, Crime, War",57
Mechanic: Resurrection,"August 26, 2016","Action, Thriller, Crime",38
Hands of Stone,"August 26, 2016","Action, Biography, Drama, Sport",54
The Light Between Oceans,"September 2, 2016","Drama, Romance",60
I Called Him Morgan,"March 24, 2017","Drama, History, Music, Documentary",90
Sully,"September 9, 2016","Biography, Drama",74
When the Bough Breaks,"September 9, 2016","Drama, Mystery, Thriller, Horror",28
The Wild Life,"September 9, 2016","Adventure, Comedy, Animation, Family",36
The Disappointments Room,"September 9, 2016","Drama, Thriller, Horror",31
Snowden,"September 16, 2016","Action, Biography, Drama, Thriller",58
Blair Witch,"September 16, 2016","Thriller, Horror",47
Hillsong - Let Hope Rise,"September 16, 2016","Music, Family, Documentary",43
The Magnificent Seven,"September 23, 2016","Action, Adventure, Western",54
Storks,"September 23, 2016","Adventure, Fantasy, Comedy, Animation, Family",56
Deepwater Horizon,"September 30, 2016","Action, Drama, Thriller",68
Masterminds,"September 30, 2016","Action, Comedy, Crime",47
The Girl on the Train,"October 7, 2016","Drama, Mystery, Thriller",48
The Birth of a Nation,"October 7, 2016","Biography, Drama, History",69
Middle School: The Worst Years of My Life,"October 7, 2016","Drama, Fantasy, Comedy, Animation, Family",51
The Accountant,"October 14, 2016","Action, Drama, Thriller, Crime",51
Kevin Hart: What Now?,"October 14, 2016","Comedy, Documentary",60
Max Steel,"October 14, 2016","Action, Adventure, Sci-Fi, Family",22
Jack Reacher: Never Go Back,"October 21, 2016","Action, Adventure, Drama, Mystery, Thriller, Crime",47
Keeping Up with the Joneses,"October 21, 2016","Action, Comedy",34
Ouija: Origin of Evil,"October 21, 2016","Thriller, Horror",65
Tyler Perry's Boo 2! A Madea Halloween,"October 20, 2017","Horror, Comedy",17
American Pastoral,"October 21, 2016","Drama, Crime",43
Inferno,"October 28, 2016","Action, Adventure, Sci-Fi, Drama, Mystery, Thriller, Crime",42
Friend Request,"September 22, 2017","Thriller, Horror",31
