Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Republic of the Congo,Democratic Republic of the Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea Bissau,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Republic of Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,United Republic of Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,England,USA,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,Somalila
What Happens in Vegas,0,0,10,0,0,0,0,0,0,8,0,0,50,10,0,0,0,0,0,0,31,0,0,0,0,0,50,0,0,7,0,0,0,28,0,0,0,0,43,0,0,0,0,0,10,3,0,0,8,0,0,0,0,0,37,0,0,57,11,0,32,0,0,0,0,33,0,0,0,70,0,0,0,0,25,6,0,0,0,0,0,100,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,34,6,12,0,48,0,19,5,0,2,0,0,0,0,0,0,30,0,0,72,36,0,0,0,0,35,0,0,71,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,40,0,41,0,0,0,0,0,0,0,50,0,27,0,0,0,0,0,6,33,0,13,29,60,0,65,4,0,0,0,0,22,0,57,0,0,35,0,14,41,0,0,29,0,11,0,8,28,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,7,0,0,11,0,0,0,0,0,27,12,0,0,0,0,0,0,4,36,39,42,0,0,0,0,5,3,0,0,0,0,0,0,0
What Just Happened,0,0,0,0,0,0,0,0,0,21,0,0,90,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,72,0,0,0,0,0,13,8,0,0,8,0,0,0,0,0,34,0,0,0,17,0,32,0,0,0,0,26,0,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,34,54,0,18,0,0,0,79,0,32,8,0,3,0,39,0,0,0,0,48,0,0,0,60,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,62,0,0,0,0,0,0,0,36,0,19,0,0,0,0,0,0,74,0,27,42,0,0,37,0,0,0,0,0,17,0,33,0,0,33,0,0,44,0,0,73,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,11,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,6,64,71,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Witless Protection,0,0,17,0,0,0,0,0,0,8,0,0,21,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,75,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,13,30,0,30,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,18,0,41,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,19,0,28,12,0,0,58,0,0,0,0,0,13,0,0,0,0,37,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,21,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0
The Women,0,0,0,0,0,0,0,0,0,1,0,0,30,3,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,19,3,6,0,29,0,6,3,62,1,0,0,0,63,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,5,0,26,0,0,65,0,0,0,0,7,0,30,0,0,0,0,0,0,31,0,2,4,0,0,4,1,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,55,0,4,0,3,23,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,0,0,72,0,1,0,0,0,0,0,85,0,21,30,43,0,0,0,0,0,2,0,0,0,0,100,0,0
The Wrestler,0,0,0,0,0,0,0,0,0,6,0,0,46,20,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,69,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,11,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,22,4,8,0,70,0,11,32,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,65,0,0,100,0,0,0,0,28,0,41,0,0,0,0,0,0,26,0,7,19,45,0,14,0,0,0,0,0,8,0,0,0,0,27,0,0,0,0,0,45,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,16,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,56,86,0,0,0,0,0,0,0,0,0,0,0,0,0
The X-Files: I Want to Believe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes Man,0,0,31,0,0,0,0,0,0,21,0,0,72,17,0,0,0,26,0,0,57,0,0,0,0,0,44,0,0,11,0,0,0,28,0,0,0,0,62,0,0,0,0,0,35,10,0,0,16,0,0,0,0,0,52,0,0,0,98,0,63,0,0,0,0,44,0,0,0,89,0,0,0,0,57,50,0,0,0,0,0,0,13,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,52,32,0,28,21,20,0,66,0,47,76,0,6,0,34,0,0,0,0,53,0,0,69,0,0,0,0,0,70,0,0,0,0,0,44,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,41,0,0,0,0,0,46,0,75,0,0,33,0,0,0,0,100,0,37,0,0,0,0,0,11,52,0,31,39,71,0,86,9,0,0,0,0,39,0,46,0,0,64,0,72,46,0,0,52,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,76,34,0,0,40,0,0,25,0,0,0,0,0,44,35,0,0,0,0,0,0,11,48,61,59,0,0,0,0,12,14,0,0,0,0,0,0,0
You Don't Mess with the Zohan,0,0,0,0,0,0,0,0,0,10,0,0,91,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0,49,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,23,0,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,61,12,0,0,62,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,41,0,68,0,0,0,0,0,0,0,63,0,82,0,0,0,0,0,0,100,0,22,46,48,0,55,0,0,0,0,0,28,0,0,0,0,71,0,0,38,0,0,51,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,5,0,0,22,0,0,0,0,0,0,8,0,0,0,0,0,0,0,75,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack and Miri Make a Porno,0,0,0,0,0,0,0,0,0,17,0,0,52,25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,65,0,0,0,0,0,16,5,0,0,4,0,0,0,0,0,42,0,0,0,20,0,25,0,0,0,0,19,0,0,0,38,0,0,0,0,35,5,0,0,0,0,0,0,21,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,20,100,17,12,16,0,36,0,27,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,0,29,0,54,0,0,0,0,0,0,0,41,0,28,0,0,0,0,0,8,29,0,15,35,44,0,26,2,0,0,0,0,11,0,30,0,0,45,0,14,28,0,0,31,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,38,16,0,0,10,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,32,45,0,0,0,0,6,5,0,0,0,0,0,0,0
(500) Days of Summer,0,0,10,0,0,0,0,0,0,16,0,0,32,14,0,0,0,19,0,0,13,0,0,0,0,0,24,0,0,7,0,0,0,10,0,0,0,0,30,0,0,0,0,0,45,3,0,0,12,0,0,0,0,27,29,0,0,0,11,0,14,0,0,0,13,48,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,11,0,0,22,0,0,0,0,20,0,0,0,0,0,0,0,34,12,0,14,22,8,0,35,0,11,6,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,13,0,0,0,0,0,13,0,33,0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,16,100,0,7,21,32,0,17,2,0,0,0,0,9,0,22,0,0,47,0,12,16,0,0,12,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,9,0,0,21,0,0,0,0,0,22,14,0,0,0,0,0,0,0,20,29,30,0,0,0,0,10,14,0,0,0,0,0,0,0
12 Rounds,0,0,38,0,0,0,0,0,0,18,0,0,48,10,0,0,0,47,0,0,36,0,0,0,0,0,41,0,0,20,0,0,0,34,0,0,0,0,40,0,0,0,0,0,20,3,0,0,15,0,0,0,0,0,23,0,0,0,16,0,19,0,0,40,0,49,0,0,0,0,0,0,0,0,32,25,0,0,0,0,0,67,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,40,20,22,20,41,0,24,22,0,1,0,34,0,40,0,0,63,0,0,0,52,0,0,0,0,37,0,0,0,0,0,36,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,34,0,0,0,0,0,29,0,59,0,0,0,0,0,0,0,20,0,78,0,0,0,0,0,12,40,0,18,32,58,60,54,2,0,0,0,0,40,0,27,0,0,44,0,19,0,0,0,51,0,7,0,9,70,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,5,0,0,18,0,0,0,0,100,46,17,0,0,0,0,0,0,0,45,37,42,0,0,0,0,12,10,0,0,0,0,0,0,0
17 Again,0,0,34,0,0,0,0,0,0,14,0,0,85,39,0,0,0,43,0,0,34,0,0,0,0,0,67,0,0,7,0,0,0,35,0,0,0,0,66,0,0,0,0,0,23,7,0,0,10,0,0,0,0,0,56,0,0,0,19,0,52,0,0,0,0,62,0,0,0,68,0,0,0,0,36,8,0,0,0,0,0,86,33,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,47,21,0,43,23,18,27,68,0,32,67,0,3,0,62,0,0,0,0,87,0,0,55,0,0,0,0,0,37,0,0,0,0,0,45,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,47,0,0,0,0,0,44,0,73,0,0,21,0,0,0,0,51,0,64,0,0,0,0,0,14,100,0,52,36,74,77,93,3,0,0,0,0,54,0,61,0,0,85,0,19,49,0,0,41,0,49,0,9,57,0,0,0,0,0,0,0,0,0,0,0,55,31,0,0,12,0,0,59,0,0,0,0,0,49,16,0,0,0,0,0,0,0,78,65,54,0,0,0,0,11,12,0,0,0,0,0,0,0
2012,0,0,97,0,0,0,0,0,0,61,0,0,52,51,67,0,0,36,0,51,53,0,0,0,0,34,0,0,0,72,0,0,0,54,0,0,0,0,54,0,0,0,0,0,64,66,0,0,64,0,0,0,0,47,44,0,0,0,41,0,45,0,0,50,56,92,0,0,0,0,0,0,0,0,38,48,0,0,0,0,0,0,51,0,0,67,0,0,0,0,55,0,0,0,0,0,0,0,41,62,0,58,55,19,70,51,0,42,62,0,18,0,59,56,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,67,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,80,0,0,0,0,0,58,0,45,0,0,40,0,0,0,0,51,0,100,0,0,0,0,0,55,63,0,47,64,0,0,85,44,0,0,0,0,60,0,54,0,0,57,0,55,42,0,0,43,0,21,0,56,0,0,0,0,0,0,0,0,0,0,0,0,44,52,0,0,22,0,0,34,0,0,0,0,0,74,50,0,0,0,0,0,0,64,62,49,51,71,0,0,0,48,70,0,0,0,0,0,0,0
9,0,0,35,0,0,0,0,0,0,39,0,0,43,26,48,0,0,33,0,85,30,0,0,0,0,29,0,0,0,24,0,0,0,42,0,0,0,0,30,0,0,0,0,0,22,38,0,0,27,0,0,0,0,0,21,0,0,0,30,0,34,0,0,28,33,37,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0,0,26,0,0,28,0,0,0,0,40,0,0,0,0,0,0,0,36,27,0,38,38,22,27,27,0,45,28,0,48,0,33,65,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,0,60,0,0,0,0,30,0,0,0,0,0,29,0,31,0,0,18,0,0,0,0,26,0,62,0,0,0,0,0,28,43,0,29,26,0,0,40,83,0,0,0,0,33,0,24,0,0,35,0,22,0,0,0,29,0,60,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,38,0,0,100,0,0,0,0,0,38,27,0,0,0,0,0,0,69,38,27,33,0,0,0,0,18,88,0,0,0,0,0,0,0
Adam,0,0,0,0,0,0,0,0,0,7,0,0,30,14,65,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,36,0,0,0,0,26,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,11,0,0,0,22,0,17,0,0,0,8,3,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,5,17,4,0,20,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,14,0,19,0,0,20,0,0,0,0,17,0,11,0,0,0,0,0,7,16,0,43,10,0,0,17,2,0,0,0,0,4,0,9,0,0,22,0,23,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,3,0,0,3,0,0,0,0,0,0,100,0,0,0,0,0,0,3,11,26,29,0,0,0,0,6,5,0,0,0,0,0,0,0
Adventureland,0,0,0,0,0,0,0,0,0,13,0,0,37,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,9,5,0,0,50,0,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,0,14,0,49,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,8,24,0,13,16,87,0,13,2,0,0,0,0,5,0,0,0,0,56,0,0,0,0,0,27,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,46,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,0,0,0,0,0,0,0,0,0,10,0,0,32,24,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,32,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,24,0,0,0,37,0,16,0,0,0,0,16,0,0,0,39,0,0,0,0,22,16,0,0,0,0,0,100,41,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,13,0,0,28,0,18,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,20,0,51,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,40,0,30,17,0,0,35,0,0,0,0,0,0,0,0,0,0,32,0,38,0,0,0,34,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,20,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,44,29,0,0,0,0,0,10,0,0,0,0,0,0,0
Alien Trespass,0,0,0,0,0,0,0,0,0,31,0,0,98,38,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,74,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,51,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,21,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16,0,0,0,80,0,20,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,45,0,75,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,49,0,43,74,0,0,53,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,37,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens in the Attic,0,0,0,0,0,0,0,0,0,5,0,0,96,5,0,0,0,0,0,0,14,0,0,0,0,0,32,0,0,3,0,0,0,14,0,0,0,0,47,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,32,0,0,0,9,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,19,13,0,58,0,10,3,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,100,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,70,0,6,21,70,0,23,0,0,0,0,0,14,0,18,0,0,40,0,14,0,0,0,33,0,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48,61,46,0,0,0,0,0,9,0,0,0,0,0,0,0
All About Steve,0,0,27,0,0,0,0,0,0,20,0,0,66,17,0,0,0,0,0,0,50,0,0,0,0,0,56,0,0,8,0,0,0,29,0,0,0,0,92,0,0,0,0,0,28,6,0,0,9,0,0,0,0,0,49,0,0,0,19,0,64,0,0,28,0,47,0,0,0,100,0,0,0,0,60,35,0,0,0,0,0,0,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,29,67,0,21,19,9,0,75,0,25,10,0,4,0,40,0,0,0,0,53,0,0,0,0,0,0,0,0,37,0,0,0,0,0,36,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,37,0,0,0,0,0,55,0,98,0,0,0,0,0,0,0,70,0,22,0,0,0,0,0,8,75,0,21,36,82,0,62,0,0,0,0,0,27,0,59,0,0,66,0,31,70,0,0,56,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,62,26,0,0,16,0,0,16,0,0,0,0,0,59,10,0,0,0,0,0,0,0,56,43,64,0,0,0,0,10,14,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Squeakquel,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,9,0,0,27,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,64,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,31,0,1,6,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,27,55,0,0,0,0,0,6,0,0,0,0,0,0,0
Amelia,0,0,0,0,0,0,0,0,0,26,0,0,46,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,35,0,0,0,0,0,24,0,0,0,14,0,0,0,0,76,0,0,0,0,12,0,14,0,0,95,25,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,12,0,0,11,0,0,0,0,37,0,0,0,0,0,0,0,17,11,0,6,100,0,0,44,0,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,0,0,18,0,0,0,0,89,0,0,19,25,0,44,48,47,0,18,4,0,0,0,0,0,0,0,0,0,29,0,20,0,0,0,23,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,89,17,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,4,13,48,65,0,0,0,0,15,0,0,0,0,0,0,0,0
American Violet,0,0,0,0,0,0,0,0,0,38,0,0,70,17,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels & Demons,0,0,0,0,0,0,0,0,0,16,0,0,28,15,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,8,0,0,0,31,0,0,0,0,38,0,0,0,0,0,18,14,0,0,6,0,0,0,0,0,69,0,0,0,46,0,37,0,0,19,0,49,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,100,14,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,52,24,0,31,19,52,0,29,0,30,8,0,5,0,0,0,0,0,0,43,0,0,71,0,0,0,0,0,41,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,69,0,24,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,7,47,0,26,62,45,0,58,7,0,0,0,0,29,0,49,0,0,50,0,19,35,0,0,30,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,22,0,0,19,0,0,100,0,0,0,0,0,0,12,0,0,0,0,0,0,11,47,25,27,0,0,0,0,10,14,0,0,0,0,0,0,0
