Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
Brick,0,0,0,0,0,0,0,0,0,6,0,0,36,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,9,5,0,0,22,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,0,0,9,0,0,0,0,8,0,7,0,0,0,0,0,0,13,0,5,7,0,0,7,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,26,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,37,37,0,0,0,0,0,0,2,0,0,0,0,0,0
Brokeback Mountain,0,0,0,0,0,0,0,0,0,20,0,0,86,61,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,100,0,0,0,0,0,29,15,0,0,20,0,0,0,0,0,43,0,0,0,26,0,77,0,0,0,0,14,0,0,0,0,0,0,0,0,74,61,0,0,0,0,0,0,53,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,65,27,0,20,22,17,0,78,0,19,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,53,0,80,0,0,0,0,0,0,0,91,0,25,0,0,0,0,0,21,94,0,68,39,70,0,32,4,0,0,0,0,15,0,33,0,0,86,0,0,0,0,0,36,0,20,0,63,0,0,0,0,0,0,0,0,0,0,0,0,86,62,0,0,17,0,0,33,0,0,0,0,0,0,19,0,0,0,0,0,0,0,32,74,95,0,0,0,0,0,21,28,0,0,0,0,0,0
Broken Flowers,0,0,0,0,0,0,0,0,0,24,0,0,62,76,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,67,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,55,0,0,0,46,0,53,0,0,0,0,11,0,0,0,0,0,0,0,0,100,65,0,0,0,0,0,0,61,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,31,33,0,15,0,0,0,77,0,30,66,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,44,0,48,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,33,0,90,43,0,0,41,0,0,0,0,0,10,0,57,0,0,29,0,26,58,0,0,37,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,62,76,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,25,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brothers Grimm,0,0,0,0,0,0,0,0,0,0,0,0,100,10,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,23,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,11,17,0,76,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,0,90,0,0,0,0,0,0,0,32,0,33,0,0,0,0,0,0,72,0,7,20,76,0,34,0,0,0,0,0,15,0,25,0,0,37,0,0,0,0,0,62,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,9,0,0,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,70,82,0,0,0,0,0,0,9,0,0,0,0,0,0
Capote,0,0,18,0,0,0,0,0,0,25,0,0,12,9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,11,0,0,17,14,0,0,0,0,0,0,0,0,0,6,96,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,1,0,0,16,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,4,0,8,38,0,0,9,0,0,100,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,21,49,49,0,0,0,35,0,0,0,0,0,0,0
Casanova,0,0,5,0,0,0,0,0,0,42,0,0,4,15,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,21,0,0,0,10,0,0,0,0,17,7,0,0,0,9,0,16,0,0,14,12,1,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,5,3,0,0,5,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,5,0,2,0,0,0,0,16,15,11,0,6,15,24,0,9,1,0,0,0,0,1,0,4,0,0,5,0,6,14,0,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,4,6,100,100,0,0,0,16,1,0,0,0,0,0,0
The Cave,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,100,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,0,0,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,10,0,2,4,0,0,2,2,0,0,0,0,1,0,4,0,0,5,0,2,4,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,8,12,0,0,0,0,0,0,2,0,0,0,0,0,0
Charlie and the Chocolate Factory,0,0,0,0,0,0,0,0,0,4,0,0,55,7,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,6,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,14,9,0,0,50,0,12,2,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,54,0,0,0,0,0,0,0,29,0,52,0,0,0,0,0,0,40,0,2,7,26,45,11,2,0,0,0,0,11,0,0,0,0,37,0,0,0,0,0,24,0,13,0,4,39,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,3,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56,100,34,0,0,0,0,0,0,4,0,0,0,0,0,0
Cheaper by the Dozen 2,0,0,0,0,0,0,0,0,0,5,0,0,84,0,0,0,65,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,61,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,25,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,5,0,0,82,0,15,1,0,0,0,31,0,0,0,0,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,11,0,61,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,33,0,1,7,65,43,15,0,0,0,0,0,20,0,24,0,0,25,0,0,22,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,100,0,2,0,0,0,0,0,0,0,44,61,46,0,0,0,0,0,0,4,0,0,0,0,0,0
Chicken Little,0,0,0,0,0,0,0,0,0,62,0,0,67,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,29,0,0,0,15,0,0,0,0,57,0,0,0,0,0,61,0,0,0,46,0,0,0,0,89,0,0,0,0,0,0,14,0,0,37,35,21,77,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,6,0,0,14,0,0,0,0,98,0,0,0,0,0,0,0,25,9,0,11,15,0,0,49,0,14,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,22,0,62,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,50,47,0,5,32,100,0,14,2,0,0,0,0,11,0,0,0,0,96,0,0,0,0,0,23,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,49,92,44,44,0,0,0,35,11,0,0,0,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chumscrubber,0,0,42,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,43,0,0,0,0,53,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,12,0,0,0,100,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,35,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Man,0,0,31,0,0,0,0,0,0,22,0,0,48,14,0,0,0,0,0,0,20,0,0,0,0,51,0,0,0,6,0,0,0,25,0,0,0,0,72,0,0,0,0,0,32,8,0,0,18,0,0,0,0,34,29,0,0,0,14,0,25,0,0,0,49,40,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,13,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,36,16,0,24,55,28,23,45,0,16,52,0,2,0,34,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,34,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,42,0,39,0,0,61,0,0,75,88,0,12,33,100,57,50,6,0,0,0,0,40,0,38,0,0,80,0,17,0,0,0,25,0,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,49,19,0,0,13,0,0,54,0,0,0,0,0,59,58,0,0,0,0,0,0,7,55,37,70,0,0,0,0,0,15,31,0,0,0,0,0,0
Coach Carter,0,0,14,0,0,0,0,0,0,14,0,0,76,14,0,0,0,0,0,0,33,0,0,0,0,0,37,0,0,28,0,0,0,13,0,0,0,0,69,0,0,0,0,0,23,4,0,0,19,0,0,0,0,25,22,0,0,0,28,0,23,0,0,33,31,13,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,11,10,0,0,47,0,17,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,19,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,19,0,0,0,0,0,19,0,73,0,0,15,0,0,0,0,31,0,9,0,0,0,0,0,20,95,0,15,19,100,0,18,0,0,0,0,0,11,0,27,0,0,56,0,20,0,0,0,37,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,8,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,42,51,0,0,0,0,0,10,4,0,0,0,0,0,0
Constantine,0,0,100,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Corpse Bride,0,0,0,0,0,0,0,0,0,14,0,0,61,27,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,59,0,0,0,0,0,18,4,0,0,8,0,0,0,0,28,42,0,0,0,37,0,34,0,0,0,0,23,0,0,0,0,0,0,0,0,38,11,0,0,0,0,0,57,26,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,7,12,19,0,65,0,17,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,39,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,23,0,56,0,0,0,0,0,0,0,46,0,20,0,0,0,0,0,7,79,0,14,34,100,0,34,5,0,0,0,0,15,0,34,0,0,46,0,38,28,0,0,29,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,7,0,0,20,0,0,0,0,0,0,19,0,0,0,0,0,0,5,26,65,61,0,0,0,0,0,9,9,0,0,0,0,0,0
The Crow: Wicked Prayer,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruel World,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,0,0,0,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,20,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,90,0,39,0,0,0,0,33,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,0,0,0,0,0,0,50,58,76,0,0,0,0,0,0,0,0,0,0,0,0,0
Cry_Wolf,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0
Cursed,0,0,0,0,0,0,0,0,0,18,0,0,68,29,0,0,0,33,0,0,28,0,0,0,0,0,0,0,0,14,0,0,0,31,0,0,0,0,63,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,37,0,0,0,35,0,49,0,0,0,0,14,0,0,0,0,0,0,0,0,43,15,0,0,0,0,0,0,27,83,0,39,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,35,25,8,0,50,0,20,18,0,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,38,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,60,0,0,54,0,0,0,0,55,0,42,0,0,0,0,0,10,100,0,22,33,44,0,31,17,0,0,0,0,10,0,32,0,0,80,0,23,37,0,0,60,0,16,0,14,40,0,0,0,0,0,0,0,0,0,0,0,55,19,0,0,8,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,18,35,75,64,0,0,0,0,0,14,9,0,0,0,0,0,0
Daltry Calhoun,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Water,0,0,0,0,0,0,0,0,0,16,0,0,77,25,0,0,0,35,0,0,28,0,0,0,0,0,0,0,0,8,0,0,0,22,0,0,0,0,80,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,32,0,0,0,0,0,37,0,0,0,0,20,0,0,0,0,0,0,0,0,38,21,0,0,0,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,45,26,14,0,53,0,14,25,0,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,32,0,0,0,0,0,64,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,31,0,71,0,0,0,0,0,0,0,44,0,49,0,0,0,0,0,11,91,0,37,23,0,0,42,0,0,0,0,0,19,0,38,0,0,100,0,0,0,0,0,73,0,0,0,26,53,0,0,0,0,0,0,0,0,0,0,0,54,21,0,0,7,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,49,69,90,0,0,0,0,0,9,24,0,0,0,0,0,0
Deepwater,0,0,19,0,0,0,0,0,0,8,0,0,97,26,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,59,0,0,0,0,0,6,8,0,0,6,0,0,0,0,0,34,0,0,0,30,0,33,0,0,0,0,19,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,26,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,21,0,17,31,18,0,43,0,12,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,52,0,0,40,0,0,0,0,100,0,20,0,0,0,0,0,0,33,0,30,14,0,0,28,5,0,0,0,0,26,0,23,0,0,91,0,22,0,0,0,39,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,31,0,0,8,0,0,26,0,0,0,0,0,0,12,0,0,0,0,0,0,0,51,56,88,0,0,0,0,0,7,5,0,0,0,0,0,0
Derailed,0,0,0,0,0,0,0,0,0,14,0,0,79,18,0,0,0,31,0,0,54,0,0,0,0,0,0,0,0,5,0,0,0,27,0,0,0,0,78,0,0,0,0,0,11,8,0,0,8,0,0,0,0,0,28,0,0,0,18,0,33,0,0,0,0,34,0,0,0,0,0,0,0,0,34,10,0,0,0,0,0,0,14,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,64,27,11,0,79,0,31,34,0,3,0,0,0,60,0,0,54,0,0,0,0,0,0,0,0,28,0,0,0,0,0,48,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,47,0,70,0,0,61,0,0,0,0,49,0,42,0,0,0,0,0,8,99,0,18,29,0,0,47,6,0,0,0,0,22,0,40,0,0,84,0,22,50,0,0,100,0,13,0,15,44,0,0,0,0,0,0,0,0,0,0,0,56,18,0,0,23,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,57,86,86,0,0,0,0,0,9,9,0,0,0,0,0,0
