	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
39	Martha Marcy May Marlene	2011	R	17	102	Drama; Mystery; Thriller	Sean Durkin	Elizabeth Olsen; Christopher Abbott; Brady Corbet; Hugh Dancy	Martha has run away from an abusive hippie-like cult where she was living as Marcy May for two years She turns to her sister and brother-in-law who take her in and want to help her The problem is Martha is having a hard time separating dreams from reality and when haunting memories of her past keep resurfacing she may need more help than anyone is able to give her	English	USA	22 wins & 70 nominations	6.9	90.0	75	2981038.0	Fox Searchlight Pictures	21-Oct-11	2011	10	1229303.0	346.0	2136.0	89.0	1000000	2990625	Fox Searchlight	negative	subjective	0.487515092	1.0
40	Obvious Child	2014	R	17	84	Comedy; Drama; Romance	Gillian Robespierre	Jenny Slate; Paul Briganti; Gaby Hoffmann; Stephen Singer	For aspiring comedian Donna Stern everyday life as a female twenty-something provides ample material for her relatable brand of humor On stage Donna is unapologetically herself joking about topics as intimate as her sex life and as crude as her day-old underwear But when Donna winds up unexpectedly pregnant after a one-night stand she is forced to face the uncomfortable realities of independent womanhood for the first time Donnas drunken hookup - and epic lapse in prophylactic judgment - turns out to be the beginning of an unplanned journey of self-discovery and empowerment	English	USA	10 wins & 29 nominations	6.8	90.0	76		A24 Films	6-Jun-14	2014	6	16458.0	14.0	21.0	11.0	1000000	3123963	A24	positive	subjective	0.477365583	1.0
41	Patti Cake$	2017	R	17	109	Drama; Music	Geremy Jasper	Danielle Macdonald; Bridget Everett; Siddharth Dhananjay; Mamoudou Athie	PATTI CAKE$ is centered on aspiring rapper Patricia Dombrowski aka Killa P aka Patti Cake$ who is fighting an unlikely quest for glory in her downtrodden hometown in New Jersey	English	USA	7 wins & 10 nominations	6.5	81.0	67	794817.0	Fox Searchlight Pictures	18-Aug-17	2017	8	5647933.0	634.0	2563.0	450.0	1000000	800148	Fox Searchlight	positive	objective	0.488895446	1.0
42	The Invitation	2015	NOT RATED	17	100	Drama; Mystery; Thriller	Karyn Kusama	Logan Marshall-Green; Tammy Blanchard; Emayatzy Corinealdi; Aiden Lovekamp	Will and Eden were once a loving couple After a tragedy took their son Eden disappeared Two years later out of the blue she returns with a new husband and as a different person eerily changed and eager to reunite with her ex and those she left behind Over the course of a dinner party in the house that was once his the haunted Will is gripped by mounting evidence that Eden and her new friends have a mysterious and terrifying agenda But can we trust Wills hold on reality? Or will he be the unwitting catalyst of the doom he senses?	English	USA	4 wins & 14 nominations	6.7	88.0	74	231703.0	Drafthouse Films	8-Apr-16	2016	4	361284.0	75.0	303.0	38.0	1000000	231737	Drafthouse	negative	subjective	0.577254891	1.0
43	The Perfect Host	2010	R	17	93	Comedy; Crime; Thriller	Nick Tomnay	David Hyde Pierce; Clayne Crawford; Tyrees Allen; Cooper Barnes	Injured after committing a bank robbery John Taylor is desperate to find a place to hide out and approaches the home of Warick Wilson John manages to get himself invited into the house by posing as a friend of a friend and spinning a sob story of lost luggage and a violent mugging Inside Warick a consummate host is making the final preparations for an impeccable dinner party He insists John stay for the party but as the evening begins it becomes obvious Warick may not be what he first appears	English	USA	2 wins	6.8	45.0	48	48289.0	Magnolia Pictures	1-Jul-11	2011	7	589508.0	380.0	1106.0	114.0	1000000	48764	Magnolia	negative	subjective	0.680242002	1.0
44	The Sessions	2012	R	17	95	Biography; Comedy; Drama	Ben Lewin	John Hawkes; Helen Hunt; William H. Macy; Moon Bloodgood	At the age of 38 Mark OBrien a man who uses an iron lung decides he no longer wishes to be a virgin With the help of his therapist and his priest he contacts Cheryl Cohen-Greene a professional sex surrogate and a typical soccer mom with a house a mortgage and a husband Inspired by a true story The Sessions follows the fascinating relationship which evolves between Cheryl and Mark as she takes him on his journey to manhood	English	USA	Nominated for 1 Oscar Another 18 wins & 63 nominations	7.2	93.0	79	5997134.0	Fox Searchlight Pictures	19-Oct-12	2012	10	1346064.0	365.0	1750.0	102.0	1000000	6002451	Fox Searchlight	negative	subjective	0.779340386	1.0
45	The Skeleton Twins	2014	R	17	93	Comedy; Drama; Romance	Craig Johnson	Bill Hader; Kristen Wiig; Luke Wilson; Ty Burrell	After ten years of estrangement twins Maggie and Milo coincidentally cheat death on the same day prompting them to reunite and confront how their lives went so wrong As the twins reunion reinvigorates them both they realize that the key to fixing their lives just may lie in fixing their relationship with each other	English	USA	4 wins & 10 nominations	6.8	87.0	74		Roadside Attractions	12-Sep-14	2014	9	2351126.0	534.0	5207.0	841.0	1000000	5284309	Roadside Attractions	negative	subjective	0.618416905	1.0
46	Transamerica	2005	R	17	103	Adventure; Comedy; Drama	Duncan Tucker	Andrea James; Felicity Huffman; Danny Burstein; Maurice Orozco	Southern Californian Bree Osbourne formerly Stanley Chupak has finally received the news for which she has been waiting: she has been approved for male-to-female sexual reassignment surgery But before Margaret her therapist will allow her to go through with the surgery scheduled in a weeks time Bree has to deal with an unresolved problem from her past Bree gets a telephone call from a seventeen year old man named Toby Wilkins who is looking for Stanley his biological father Toby is in a New York jail having been supporting himself by petty crime and hustling Stanley/Bree knew nothing about Toby before the telephone call Toby apparently is all alone in the world with his mother having committed suicide and being estranged from his stepfather in Tennessee Masquerading as a Christian social worker Bree not telling him either of her true identity or her transgender status bails Toby out of jail and tells him she will take him to Los Angeles where Toby has aspirations of becoming a porn actor and reconnecting with his biological father As Bree and Toby take their trans-American journey which includes some interesting encounters along the way Bree has to decide what is best for Toby while having the foremost goal of making it back to Los Angeles for the scheduled surgery	English; Spanish	USA	Nominated for 2 Oscars Another 32 wins & 23 nominations	7.4	77.0	66	8713873.0	The Weinstein Company	2-Dec-05	2005	12	16999.0	3.0	24.0	1.0	1000000	9015303	Weinstein Company	neutral	subjective	0.689635456	1.0
47	20 Feet from Stardom	2013	PG-13	13	91	Documentary; Music	Morgan Neville	Lou Adler; Stephanie 'Stevvi' Alexander; Patti Austin; Chris Botti	The backup singer exists in a strange place in the pop music world they are always in the shadow of the feature artists even when they are in front of them in concert while they provide a vital foundation for the music Through interviews with veterans and concert footage the history of these predominately African-American singers is explored through the rock era Furthermore special focus is given to special stand outs who endeavored to make a living in the art burdened with a low profile and more personal career frustrations especially those who faced the very different challenge of singing in the spotlight themselves	English	USA	Won 1 Oscar Another 20 wins & 26 nominations	7.4	99.0	83		Radius-TWC	14-Jun-13	2013	6	788899.0	172.0	1744.0	80.0	1000000	4946445	Radius-TWC	neutral	subjective	0.520576417	1.0
48	3 Geezers!	2013	NOT RATED	17	81	Comedy	Michelle Schumacher	J.K. Simmons; Tim Allen; Scott Caan; Basil Hoffman	Follow actor J Kimball as he researches what its like to be old for a role in an upcoming movie When he meets the residents at The Coconuts convalescent home he quickly discovers that his perceptions of the elderly may be off from todays reality After being on the wrong end of some pranks J enlists the help of his Hollywood friends to turn the tides Mayhem ensues	English	USA		3.4		9		Gravitas Adventuras	22-May-13	2013	5	3950.0	0.0	2.0	1.0	1000000	4175	Unknown	neutral	subjective	0.651573122	1.0
49	Dear White People	2014	R	17	108	Comedy; Drama; Romance	Justin Simien	Tyler James Williams; Tessa Thompson; Kyle Gallner; Teyonah Parris	A social satire that follows the stories of four black students at an Ivy League college where controversy breaks out over a popular but offensive black-face party thrown by white students With tongue planted firmly in cheek the film explores racial identity in acutely-not-post-racial America while weaving a universal story of forging ones unique path in the world	English	USA	14 wins & 26 nominations	6.2	91.0	79		Roadside Attractions	17-Oct-14	2014	10	2175204.0	5386.0	12468.0	8317.0	1000000	4404154	Roadside Attractions	neutral	objective	0.823053539	1.0
50	Full of It	2007	PG-13	13	93	Drama; Comedy	Christian Charles	Ryan Pinkston; Kate Mara; Teri Polo; Craig Kilborn	A young kid is forced to live out the lies he told to become popular	English	USA; South Africa; Italy		5.6	6.0	33		New Line Cinema	2-Mar-07	2007	3	6103.0	0.0			1000000	14273	New Line	negative	subjective	0.861143768	1.0
51	Honeymoon	2014	R	17	87	Horror; Mystery; Thriller	Leigh Janiak	Rose Leslie; Harry Treadaway; Ben Huber; Hanna Brown	Young newlyweds Paul and Bea travel to remote lake country for their honeymoon Shortly after arriving Paul finds Bea wandering and disoriented in the middle of the night As she becomes more distant and her behavior increasingly peculiar Paul begins to suspect something more sinister than sleepwalking took place in the woods	English	USA	5 nominations	5.7	73.0	65	9168.0	Magnolia Pictures	12-Sep-14	2014	9	2090963.0	712.0	2653.0	306.0	1000000	9318	Magnolia	neutral	subjective	0.869059145	1.0
52	The Queen of Versailles	2012	PG	7	100	Documentary	Lauren Greenfield	Alyse Barker; Lorraine Barrett; June Downs; Phillip Froehlich	In 2008 the Siegel family was top of the heap with the wealthy and politically influential David Siegel running the successful Westgate Resorts time-share business To enjoy their good life he and his engineer turned beauty queen trophy wife Jackie were building the largest single family private home in America Suddenly both the US economy and Westgate were rocked by the devastating sub-prime mortgage collapse In the new economic reality with the business teetering on ruin we follow the Siegels as they struggle to scale down their grotesquely ostentatious lifestyle For this overprivileged family accepting that situation proved a dispiriting struggle even as their unfinished dream home became a monument of their superficial values	English	USA; Netherlands; UK; Denmark	8 wins & 26 nominations	7.1	94.0	80	2401652.0	Magnolia Pictures	20-Jul-12	2012	7	166667.0	33.0	103.0	32.0	1000000	2401999	Magnolia	positive	subjective	0.825586855	1.0
53	The Raid: Redemption	2011	R	17	101	Action; Crime; Thriller	Gareth Evans	Iko Uwais; Joe Taslim; Donny Alamsyah; Yayan Ruhian	In Jakarta Indonesia Lieutenant Wahyu organizes the invasion of an apartment building that is the safe house of the powerful and cruel drug lord Tama and his gang The SWAT team breaks in the building but one lookout sees and warns the gangsters and the police force is trapped on the seventh floor They learn that Lt Wahyu has not informed his superiors about the operation Now the police officers have to fight with limited ammunition against the armed and dangerous gangsters	Indonesian	Indonesia; France; USA	6 wins & 12 nominations	7.6	85.0	73	1200000.0	Sony Pictures Classics	23-Mar-12	2012	3	2642411.0	1286.0	5354.0	193.0	1100000	4105187	Sony Classics	negative	subjective	0.485157102	1.0
